epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
10,417,,,0.19921359419822693,1554111.5,0.2802618741989136,0.9651924967765808,0.13689281046390533
10,417,0.025547603145241737,,,,,,
11,419,,0.02599751204252243,,,,,
11,429,,0.023114966228604317,,,,,
11,439,,0.024325286969542503,,,,,
11,449,,0.020689282566308975,,,,,
11,455,,,0.20401301980018616,1596494.25,0.28149405121803284,0.9774673581123352,0.1416964828968048
11,455,0.024905649945139885,,,,,,
12,459,,0.02490919828414917,,,,,
12,469,,0.030362887308001518,,,,,
12,479,,0.022761356085538864,,,,,
12,489,,0.022830231115221977,,,,,
12,493,,,0.20106133818626404,1560699.375,0.280820369720459,0.9647751450538635,0.140494242310524
12,493,0.0244890283793211,,,,,,
13,499,,0.02152455970644951,,,,,
13,509,,0.021510088816285133,,,,,
13,519,,0.02617974951863289,,,,,
13,529,,0.023914925754070282,,,,,
13,531,,,0.20465846359729767,1599510.5,0.28250986337661743,0.9765621423721313,0.14320491254329681
13,531,0.023956049233675003,,,,,,
14,539,,0.024116789922118187,,,,,
14,549,,0.022724362090229988,,,,,
14,559,,0.023408357053995132,,,,,
14,569,,0.022099584341049194,,,,,
14,569,,,0.20278388261795044,1596544.875,0.2806767523288727,0.9697782397270203,0.14428351819515228
14,569,0.023770496249198914,,,,,,
15,579,,0.02223048359155655,,,,,
15,589,,0.024655593559145927,,,,,
15,599,,0.025536127388477325,,,,,
15,607,,,0.2011081874370575,1586452.375,0.28034791350364685,0.9732140302658081,0.14315937459468842
15,607,0.023390814661979675,,,,,,
16,609,,0.02299788035452366,,,,,
16,619,,0.02065213769674301,,,,,
16,629,,0.020560139790177345,,,,,
16,639,,0.019849497824907303,,,,,
16,645,,,0.2006872147321701,1573307.75,0.2792854905128479,0.9718261957168579,0.1444317251443863
16,645,0.02315927855670452,,,,,,
17,649,,0.025264766067266464,,,,,
17,659,,0.020866600796580315,,,,,
17,669,,0.020365556702017784,,,,,
17,679,,0.021655870601534843,,,,,
17,683,,,0.2025449126958847,1603038.875,0.280308336019516,0.97599196434021,0.14711162447929382
17,683,0.022761741653084755,,,,,,
18,689,,0.01832045242190361,,,,,
18,699,,0.019712960347533226,,,,,
18,709,,0.020203998312354088,,,,,
18,719,,0.022876787930727005,,,,,
18,721,,,0.20887477695941925,1650853.75,0.2865515351295471,0.9888959527015686,0.15268613398075104
18,721,0.022213907912373543,,,,,,
19,729,,0.022083787247538567,,,,,
19,739,,0.020580630749464035,,,,,
19,749,,0.02371821738779545,,,,,
19,759,,0.021237540990114212,,,,,
19,759,,,0.19963449239730835,1585407.125,0.278147429227829,0.9730061292648315,0.1469847410917282
19,759,0.022011773660779,,,,,,
