event_start,CountyFIPS,county_pop,pre_outage_tracked_customers,days_since_data_start,duration_hours,n_periods,integral,pop_hours_supply_lost,storm,duration_days,year,month,event_id
2017-09-11 12:00:00,13169,28472,7129.0,253.458333333333,125,125,59.3482694928787,1689763.92900124,2017242N16333,5.20833333333333,2017,9,13169_2017-09-11 12:00:00
2017-09-11 12:00:00,13177,33642,7435.0,253.458333333333,59,59,9.53065028382018,320630.136848279,2017242N16333,2.45833333333333,2017,9,13177_2017-09-11 12:00:00
2017-09-11 12:00:00,13037,5469,2020.0,253.458333333333,32,32,6.38903291259191,34941.6209989652,2017242N16333,1.33333333333333,2017,9,13037_2017-09-11 12:00:00
2017-09-11 13:00:00,13271,12354,3511.0,253.5,101,101,40.4107091996582,499233.901452578,2017242N16333,4.20833333333333,2017,9,13271_2017-09-11 13:00:00
2017-09-11 13:00:00,13167,9242,1848.0,253.5,80,80,25.6700277457932,237242.396426621,2017242N16333,3.33333333333333,2017,9,13167_2017-09-11 13:00:00
2017-09-11 13:00:00,13107,22929,6240.0,253.5,61,61,25.2327190451133,578561.014985402,2017242N16333,2.54166666666667,2017,9,13107_2017-09-11 13:00:00
2017-09-11 13:00:00,13207,29427,3392.0,253.5,99,99,43.7438699235042,1287250.86023896,2017242N16333,4.125,2017,9,13207_2017-09-11 13:00:00
2017-09-11 13:00:00,13209,8655,1657.0,253.5,60,60,22.0947495473748,191230.057332529,2017242N16333,2.5,2017,9,13209_2017-09-11 13:00:00
2017-09-11 13:00:00,13197,7449,1541.0,253.5,74,74,30.2395860276609,225254.676320046,2017242N16333,3.08333333333333,2017,9,13197_2017-09-11 13:00:00
2017-09-11 14:00:00,13315,8761,2195.0,253.541666666667,80,80,37.1172120544672,325183.894809187,2017242N16333,3.33333333333333,2017,9,13315_2017-09-11 14:00:00
2017-09-11 14:00:00,13141,8387,3195.0,253.541666666667,106,106,63.7327849415353,534526.867304657,2017242N16333,4.41666666666667,2017,9,13141_2017-09-11 14:00:00
2017-09-11 14:00:00,13091,19802,3706.0,253.541666666667,58,58,19.1011872638964,378241.710199676,2017242N16333,2.41666666666667,2017,9,13091_2017-09-11 14:00:00
2017-09-11 14:00:00,13269,7737,3209.0,253.541666666667,78,78,14.8489660660602,114886.450453108,2017242N16333,3.25,2017,9,13269_2017-09-11 14:00:00
2017-09-11 14:00:00,13239,2249,777.0,253.541666666667,54,54,10.3603515224864,23300.430574072,2017242N16333,2.25,2017,9,13239_2017-09-11 14:00:00
2017-09-11 15:00:00,13023,12257,2888.0,253.583333333333,74,74,31.0976454293629,381163.840027701,2017242N16333,3.08333333333333,2017,9,13023_2017-09-11 15:00:00
2017-09-11 15:00:00,13287,8842,2656.0,253.583333333333,60,60,28.5436328373291,252382.801547663,2017242N16333,2.5,2017,9,13287_2017-09-11 15:00:00
2017-09-11 15:00:00,01067,17655,7494.33333333333,253.583333333333,37,37,6.40239520958084,113034.28742515,2017242N16333,1.54166666666667,2017,9,01067_2017-09-11 15:00:00
2017-09-11 15:00:00,13035,26649,1809.0,253.583333333333,84,84,36.0209569911867,959922.482858135,2017242N16333,3.5,2017,9,13035_2017-09-11 15:00:00
2017-09-11 15:00:00,13321,20424,1375.0,253.583333333333,56,56,21.7869090909091,444975.831272727,2017242N16333,2.33333333333333,2017,9,13321_2017-09-11 15:00:00
2017-09-11 15:00:00,13289,7680,1498.0,253.583333333333,122,122,47.2951437354567,363226.703888307,2017242N16333,5.08333333333333,2017,9,13289_2017-09-11 15:00:00
2017-09-11 15:00:00,13279,26837,7802.0,253.583333333333,84,84,5.06921302230197,136042.469879518,2017242N16333,3.5,2017,9,13279_2017-09-11 15:00:00
2017-09-11 16:00:00,13319,8681,2167.0,253.625,90,90,37.3834058502188,324525.346185749,2017242N16333,3.75,2017,9,13319_2017-09-11 16:00:00
2017-09-11 16:00:00,01005,24706,10897.0,253.625,30,30,3.95953014591172,97824.1517848949,2017242N16333,1.25,2017,9,01005_2017-09-11 16:00:00
2017-09-11 16:00:00,13283,6365,1385.0,253.625,34,34,6.49819494584838,41361.0108303249,2017242N16333,1.41666666666667,2017,9,13283_2017-09-11 16:00:00
2017-09-11 16:00:00,13277,41412,12586.0,253.625,51,51,15.005800095344,621420.193548387,2017242N16333,2.125,2017,9,13277_2017-09-11 16:00:00
2017-09-11 17:00:00,13093,10572,3171.0,253.666666666667,63,63,22.2828302621694,235574.081531655,2017242N16333,2.625,2017,9,13093_2017-09-11 17:00:00
2017-09-11 17:00:00,13235,9984,4445.0,253.666666666667,74,74,30.8072087314479,307579.171974775,2017242N16333,3.08333333333333,2017,9,13235_2017-09-11 17:00:00
2017-09-11 17:00:00,13211,21031,3956.0,253.666666666667,102,102,21.820364514571,458904.086105942,2017242N16333,4.25,2017,9,13211_2017-09-11 17:00:00
2017-09-11 17:00:00,13303,19738,1758.0,253.666666666667,84,84,35.8201894535901,707018.899434961,2017242N16333,3.5,2017,9,13303_2017-09-11 17:00:00
2017-09-11 17:00:00,01011,10202,3520.0,253.666666666667,29,29,3.33210227272727,33994.1073863636,2017242N16333,1.20833333333333,2017,9,01011_2017-09-11 17:00:00
2017-09-11 18:00:00,01041,13025,730.0,253.708333333333,30,30,0.646511888320705,8420.81734537718,2017242N16333,1.25,2017,9,01041_2017-09-11 18:00:00
2017-09-11 18:00:00,13297,103065,26362.0,253.708333333333,80,80,11.9699640899613,1233684.34893186,2017242N16333,3.33333333333333,2017,9,13297_2017-09-11 18:00:00
2017-09-11 18:00:00,13225,28562,3475.0,253.708333333333,79,79,42.3328219687982,1209110.06107282,2017242N16333,3.29166666666667,2017,9,13225_2017-09-11 18:00:00
