event_id,storm,CountyFIPS,county,event_start,duration_hours,county_pop,pre_outage_tracked_customers,days_since_data_start,n_periods,integral,pop_hours_supply_lost,duration_days,year,month,max_gust,mean_gust_7d,total_precip_7d,pressure_min_7d,weather_hours_available,weather_hours_used,t90_lastcross,censored_lastcross,crossing_time_lastcross,t50,t50_censored,peak_outage_clean,threshold_used_t90,threshold_used_t50,crossing_time_t50,t90,t90_censored
37101_2018-09-14 07:00:00,2018242N13343,37101,Johnston,2018-09-14 07:00:00,82,234778,72361.0,621.25,82,13.6430894668224,3203097.25884164,3.41666666666667,2018,9,29.243621401809616,17.041458860431174,214.1862060065921,1002.8929776278408,106,106,44.394263363754725,0,2018-09-16 03:23:39.348109517,40.60523600411945,0,0.3887924332728686,0.1,0.1943962166364343,2018-09-15 23:36:18.849614830,44.394263363754725,0
45027_2018-09-14 07:00:00,2018242N13343,45027,Clarendon,2018-09-14 07:00:00,36,30913,8317.0,621.25,36,3.69107613592333,114102.236589798,1.5,2018,9,24.82517448905465,16.66402161260307,93.48301541164412,996.6593749999998,60,60,34.56594110115222,0,2018-09-15 17:33:57.387964148,35.01899071870056,0,0.16344713312963086,0.1,0.08172356656481543,2018-09-15 18:01:08.366587322,34.56594110115222,0
37191_2018-09-14 08:00:00,2018242N13343,37191,Wayne,2018-09-14 08:00:00,92,117286,42519.0,621.291666666667,92,23.5877505010242,2766512.90526313,3.83333333333333,2018,9,34.11928071096895,16.716572390046558,251.00517732253363,999.1367818099404,116,116,83.93126177024472,0,2018-09-17 19:55:52.542372881,64.33604146708444,0,0.4464827488887321,0.1,0.22324137444436604,2018-09-17 00:20:09.749281504,83.93126177024472,0
45061_2018-09-14 08:00:00,2018242N13343,45061,Lee,2018-09-14 08:00:00,90,16153,6202.0,621.291666666667,90,6.91162369219769,111643.457500069,3.75,2018,9,25.34765721945616,14.808646744029613,244.9303893713681,998.5809615100472,114,114,40.49489051094889,0,2018-09-16 00:29:41.605839416,37.338909879365,0,0.31033945811273744,0.1,0.15516972905636872,2018-09-15 21:20:20.075565714,40.49489051094889,0
37153_2018-09-14 08:00:00,2018242N13343,37153,Richmond,2018-09-14 08:00:00,128,42778,16444.0,621.291666666667,128,34.8206417453306,1489557.41258175,5.33333333333333,2018,9,26.94999189758301,13.413122644022891,306.0555008780211,1003.4310990625004,152,152,104.24799999999972,0,2018-09-18 16:14:52.799999999,41.818610969573335,0,0.8403857508364495,0.1,0.42019287541822475,2018-09-16 01:49:06.999490464,104.24799999999972,0
37017_2018-09-14 09:00:00,2018242N13343,37017,Bladen,2018-09-14 09:00:00,149,29446,20012.0,621.333333333333,149,76.9039819684644,2264514.6530434,6.20833333333333,2018,9,33.180293596707855,13.464758729304647,438.0078657356264,990.0353167925824,173,168,132.20256410256388,0,2018-09-19 21:12:09.230769230,88.90137688188028,0,0.9094734873281586,0.1,0.4547367436640793,2018-09-18 01:54:04.956774769,132.20256410256388,0
37047_2018-09-14 09:00:00,2018242N13343,37047,Columbus,2018-09-14 09:00:00,181,49885,29742.0,621.333333333333,181,78.5022726137205,3916085.86933545,7.54166666666667,2018,9,30.92608972965093,12.780402425327214,310.11167105359397,985.856297575102,205,168,146.4759791445472,0,2018-09-20 11:28:33.524920370,79.07224939856027,0,0.9859462730726557,0.1,0.49297313653632785,2018-09-17 16:04:20.097834817,146.4759791445472,0
37019_2018-09-14 09:00:00,2018242N13343,37019,Brunswick,2018-09-14 09:00:00,185,153064,97925.0,621.333333333333,185,64.7276060871203,9907466.29811898,7.70833333333333,2018,9,32.23862681235037,13.413810583915737,333.0303165769797,983.8014853830643,209,168,154.04275011018055,0,2018-09-20 19:02:33.900396650,62.703959452359165,0,0.8714924641588041,0.1,0.43574623207940205,2018-09-16 23:42:14.254028493,154.04275011018055,0
45067_2018-09-14 10:00:00,2018242N13343,45067,Marion,2018-09-14 10:00:00,88,28450,12785.0,621.375,88,29.2251936314206,831456.758813915,3.66666666666667,2018,9,30.25193251888972,15.917357961899976,277.19075945599377,990.3072241834482,112,112,78.44237918215612,0,2018-09-17 16:26:32.565055762,37.11643434401389,0,0.8493338827084191,0.1,0.42466694135420957,2018-09-15 23:06:59.163638450,78.44237918215612,0
45025_2018-09-14 10:00:00,2018242N13343,45025,Chesterfield,2018-09-14 10:00:00,85,43683,10718.0,621.375,85,28.4638026927674,1243384.29302816,3.54166666666667,2018,9,25.58516828993741,16.102761229554442,265.164501402442,1001.562513819946,109,109,79.85400943396222,0,2018-09-17 17:51:14.433962264,57.54359016099278,0,0.6785041224970554,0.1,0.3392520612485277,2018-09-16 19:32:36.924579574,79.85400943396222,0
37129_2018-09-14 10:00:00,2018242N13343,37129,New Hanover,2018-09-14 10:00:00,184,234921,127363.0,621.375,184,94.4828632980405,22196008.728839,7.66666666666667,2018,9,33.88922833405899,13.799308354813821,424.4622061642588,979.1644329562316,208,168,174.967515151515,0,2018-09-21 16:58:03.054545454,105.93469699315695,0,0.9005441140676649,0.1,0.45027205703383244,2018-09-18 19:56:04.909175365,174.967515151515,0
37155_2018-09-14 11:00:00,2018242N13343,37155,Robeson,2018-09-14 11:00:00,160,116663,45365.0,621.416666666667,160,73.838650137601,8614238.44100294,6.66666666666667,2018,9,34.57014523171509,13.286771554751386,353.9767825520743,993.5092310313134,184,168,150.596120689655,0,2018-09-20 17:35:46.034482758,89.67556677206528,0,0.8351748540169752,0.1,0.4175874270084876,2018-09-18 04:40:32.040379435,150.596120689655,0
37051_2018-09-14 12:00:00,2018242N13343,37051,Cumberland,2018-09-14 12:00:00,118,336699,52611.0,621.458333333333,118,28.8647465630458,9718731.30303094,4.91666666666667,2018,9,33.9487675863599,15.212125251945547,365.2759861055906,998.7625474612194,142,142,103.96506078343083,0,2018-09-18 19:57:54.218820351,60.30654299601444,0,0.4494441075399232,0.1,0.2247220537699616,2018-09-17 00:18:23.554785652,103.96506078343083,0
37125_2018-09-14 12:00:00,2018242N13343,37125,Moore,2018-09-14 12:00:00,109,105531,49399.0,621.458333333333,109,31.51993254151,3326330.00103809,4.54166666666667,2018,9,25.056410066459488,14.480105845990158,276.74907193843114,1004.9139812967052,133,133,99.65324675324666,0,2018-09-18 15:39:11.688311688,59.47522738843639,0,0.5661114003123373,0.1,0.28305570015616865,2018-09-16 23:28:30.818598371,99.65324675324666,0
37085_2018-09-14 12:00:00,2018242N13343,37085,Harnett,2018-09-14 12:00:00,107,138832,40213.0,621.458333333333,107,27.5148054224233,3819935.46640587,4.45833333333333,2018,9,27.83400842196526,14.987311004182354,263.8172338704989,1003.2136495535716,131,131,83.63134328358194,0,2018-09-17 23:37:52.835820895,55.30397557048972,0,0.5481164596918221,0.1,0.27405822984591105,2018-09-16 19:18:14.312053763,83.63134328358194,0
37007_2018-09-14 13:00:00,2018242N13343,37007,Anson,2018-09-14 13:00:00,87,22202,10537.0,621.5,87,21.9067292268028,486373.202293476,3.625,2018,9,27.13187945597881,15.711624211114042,271.666793068787,1004.2253362894146,111,111,81.44576271186416,0,2018-09-17 22:26:44.745762711,74.57919606044305,0,0.43617728006073836,0.1,0.21808864003036918,2018-09-17 15:34:45.105817595,81.44576271186416,0
45051_2018-09-14 13:00:00,2018242N13343,45051,Horry,2018-09-14 13:00:00,53,383101,159734.0,621.5,53,12.2892074488787,4708007.66287289,2.20833333333333,2018,9,30.511465072631847,18.665116967407567,254.23102581227673,985.7111513157896,77,77,35.33810845041861,0,2018-09-16 00:20:17.190421507,30.7742514625925,0,0.41892799133730374,0.1,0.20946399566865187,2018-09-15 19:46:27.305265333,35.33810845041861,0
37105_2018-09-14 13:00:00,2018242N13343,37105,Lee,2018-09-14 13:00:00,65,65476,25934.0,621.5,65,11.9267092270897,780913.213352923,2.70833333333333,2018,9,24.67114115805521,17.811432694133444,228.85469475720268,1005.2036005930656,89,89,53.895154185021944,0,2018-09-16 18:53:42.555066079,35.21257177391778,0,0.41800488418559906,0.1,0.20900244209279953,2018-09-16 00:12:45.258386104,53.895154185021944,0
37165_2018-09-14 14:00:00,2018242N13343,37165,Scotland,2018-09-14 14:00:00,147,34162,9467.0,621.541666666667,147,61.0573194051841,2085840.1455199,6.125,2018,9,28.484156913067924,12.606098426034654,328.609642586727,999.8636650508284,171,168,125.67213114754084,0,2018-09-19 19:40:19.672131147,94.08018823765417,0,0.7783192350128724,0.1,0.3891596175064362,2018-09-18 12:04:48.677655555,125.67213114754084,0
37037_2018-09-14 14:00:00,2018242N13343,37037,Chatham,2018-09-14 14:00:00,59,79864,36159.0,621.541666666667,59,5.1972999692485,415077.164744062,2.45833333333333,2018,9,23.692598199524337,17.373433552496245,180.4572819532114,1007.198777999161,83,83,30.00204081632639,0,2018-09-15 20:00:07.346938775,30.73191094619639,0,0.17824054868774025,0.1,0.08912027434387013,2018-09-15 20:43:54.879406307,30.00204081632639,0
45069_2018-09-14 15:00:00,2018242N13343,45069,Marlboro,2018-09-14 15:00:00,103,26039,4448.0,621.583333333333,103,39.0369360572148,1016482.77799382,4.29166666666667,2018,9,28.722570336546887,14.875321665464682,302.4752804057955,998.4497129252958,127,127,100.1984126984125,0,2018-09-18 19:11:54.285714285,55.24149065703167,0,0.7747302158273381,0.1,0.38736510791366907,2018-09-16 22:14:29.366365314,100.1984126984125,0
37123_2018-09-14 19:00:00,2018242N13343,37123,Montgomery,2018-09-14 19:00:00,99,25894,14532.0,621.75,99,22.3982444407426,579980.14154859,4.125,2018,9,26.215729228104696,14.3692688792337,256.00211061537266,1006.54305677599,123,123,79.3346475507764,0,2018-09-18 02:20:04.731182795,72.12673742242778,0,0.4035498073747936,0.1,0.2017749036873968,2018-09-17 19:07:36.254720740,79.3346475507764,0
45041_2018-09-14 19:00:00,2018242N13343,45041,Florence,2018-09-14 19:00:00,48,136721,53697.0,621.75,48,8.02590531684703,1097309.80082464,2.0,2018,9,28.984484536307203,18.208645628089187,247.29972098543703,993.7116670730792,72,72,29.162676775951113,0,2018-09-16 00:09:45.636393424,25.652326178229167,0,0.31099776530594836,0.1,0.15549888265297418,2018-09-15 20:39:08.374241625,29.162676775951113,0
45031_2018-09-14 22:00:00,2018242N13343,45031,Darlington,2018-09-14 22:00:00,67,62398,21422.0,621.875,67,10.902465682517,680292.053657695,2.79166666666667,2018,9,27.421420533778303,17.0915259955071,286.8791943715917,997.6154736493644,91,91,43.85617283950611,0,2018-09-16 17:51:22.222222222,22.6292324675,0,0.41067795906505583,0.1,0.20533897953252792,2018-09-15 20:37:45.236883000,43.85617283950611,0
37093_2018-09-14 23:00:00,2018242N13343,37093,Hoke,2018-09-14 23:00:00,116,53787,22023.0,621.916666666667,116,37.8761615651504,2037245.10210474,4.83333333333333,2018,9,29.63275657634877,13.524619301275681,352.8066827642914,1000.7906825759924,140,140,94.93059701492528,0,2018-09-18 21:55:50.149253731,48.62179005066667,0,0.6488168233637643,0.1,0.32440841168188217,2018-09-16 23:37:18.444182400,94.93059701492528,0
45055_2018-09-15 02:00:00,2018242N13343,45055,Kershaw,2018-09-15 02:00:00,40,67751,6996.0,622.041666666667,40,4.42087674098195,299518.820078268,1.66666666666667,2018,9,24.020653475940158,17.636193923251817,181.7370381811695,1002.0754237999674,64,64,28.106511056510833,0,2018-09-16 06:06:23.439803439,14.365336203619444,0,0.24842725204122607,0.1,0.12421362602061303,2018-09-15 16:21:55.210333030,28.106511056510833,0
12063_2018-10-09 00:00:00,2018280N18273,12063,Jackson,2018-10-09 00:00:00,553,48211,3999.0,645.958333333333,553,343.401171354844,16555713.8721884,23.0416666666667,2018,10,22.274640911293822,8.129007238681679,56.87959723722065,986.1032854177564,577,168,551.9474538745386,0,2018-10-31 23:56:50.833948339,467.63926074625,0,0.9884558874973763,0.1,0.49422794374868817,2018-10-28 11:38:21.338686500,551.9474538745386,0
45089_2018-10-09 19:00:00,2018280N18273,45089,Williamsburg,2018-10-09 19:00:00,56,30058,8296.0,646.75,56,2.02242044358727,60789.9136933462,2.33333333333333,2018,10,22.453394163693627,10.74124954915393,27.41018362648599,998.0573614983144,80,80,49.58703703703694,0,2018-10-11 20:35:13.333333333,46.636752136751944,0,0.2539778206364513,0.1,0.12698891031822565,2018-10-11 17:38:12.307692307,49.58703703703694,0
13153_2018-10-10 01:00:00,2018280N18273,13153,Houston,2018-10-10 01:00:00,65,169631,27380.0,647.0,65,10.4804236669102,1777804.74704164,2.70833333333333,2018,10,22.95168615180208,11.117335415629155,71.67819861556066,986.7561710757672,89,89,50.67842323651445,0,2018-10-12 03:40:42.323651452,42.369000786781946,0,0.5951789627465303,0.1,0.29758948137326513,2018-10-11 19:22:08.402832415,50.67842323651445,0
37013_2018-10-10 06:00:00,2018280N18273,37013,Beaufort,2018-10-10 06:00:00,61,44272,13427.0,647.208333333333,61,3.66679079466746,162336.162061518,2.54166666666667,2018,10,22.967637807334345,9.276952046759671,9.346736719513808,992.9225862042686,85,85,55.072093023255555,0,2018-10-12 13:04:19.534883720,49.4315476190475,0,0.31086616518954346,0.1,0.15543308259477173,2018-10-12 07:25:53.571428571,55.072093023255555,0
12129_2018-10-10 13:00:00,2018280N18273,12129,Wakulla,2018-10-10 13:00:00,156,35178,15752.0,647.5,156,68.5806566441014,2412530.3394262,6.5,2018,10,30.008693422953293,7.543487354286134,71.00103186815977,993.613506875,180,168,129.91516709511555,0,2018-10-15 22:54:54.601542416,64.39584793465362,0,0.9824784154393092,0.1,0.4912392077196546,2018-10-13 05:23:45.052564753,129.91516709511555,0
12077_2018-10-10 13:00:00,2018280N18273,12077,Liberty,2018-10-10 13:00:00,388,7603,3310.0,647.5,388,206.088592348317,1566891.56762425,16.1666666666667,2018,10,29.221366813087915,7.125129236257156,72.76766639872426,988.212079186183,412,168,376.3893617021275,0,2018-10-26 05:23:21.702127659,221.82754453588888,0,0.9993957703927493,0.1,0.49969788519637465,2018-10-19 18:49:39.160329200,376.3893617021275,0
13095_2018-10-10 14:00:00,2018280N18273,13095,Dougherty,2018-10-10 14:00:00,268,82966,4842.0,647.541666666667,268,107.414232391497,8911729.20459292,11.1666666666667,2018,10,29.787201089942904,7.192398429349753,82.64104175160138,985.4629020802786,292,168,219.88759689922472,0,2018-10-19 17:53:15.348837209,106.79607250755278,0,0.9802471284371737,0.1,0.4901235642185868,2018-10-15 00:47:45.861027190,219.88759689922472,0
12045_2018-10-10 15:00:00,2018280N18273,12045,Gulf,2018-10-10 15:00:00,514,15314,13645.0,647.583333333333,514,208.094036632377,3186752.07698822,21.4166666666667,2018,10,30.97727404729901,8.19732583506004,93.41737167056245,986.8047144846796,538,168,439.37195121951197,0,2018-10-28 22:22:19.024390243,176.79690933166472,0,0.9968896875863976,0.1,0.4984448437931988,2018-10-17 23:47:48.873593993,439.37195121951197,0
12059_2018-10-10 16:00:00,2018280N18273,12059,Holmes,2018-10-10 16:00:00,221,19651,5106.0,647.625,221,105.123950960912,2065790.76033288,9.20833333333333,2018,10,22.92962301195282,6.307741255437152,57.784989087352734,990.665231636598,245,168,201.90710059171585,0,2018-10-19 01:54:25.562130177,104.64452588181389,0,0.9275580665411174,0.1,0.4637790332705587,2018-10-15 00:38:40.293174530,201.90710059171585,0
12037_2018-10-10 16:00:00,2018280N18273,12037,Franklin,2018-10-10 16:00:00,151,12498,10332.0,647.625,151,109.19524696696,1364722.19659307,6.29166666666667,2018,10,32.092459918261774,8.287282677395476,98.85104808134136,992.7133151901902,175,168,149.62267895109832,0,2018-10-16 21:37:21.644223954,102.52318153290139,0,0.9977739063104917,0.1,0.49888695315524584,2018-10-14 22:31:23.453518445,149.62267895109832,0
12039_2018-10-10 16:00:00,2018280N18273,12039,Gadsden,2018-10-10 16:00:00,345,43403,15094.0,647.625,345,192.617146222732,8360161.99750523,14.375,2018,10,27.61054343019084,6.891530957811837,68.95904313239218,987.9014940109108,369,168,320.9672597864767,0,2018-10-24 00:58:02.135231316,197.76229508196695,0,1.0,0.1,0.5,2018-10-18 21:45:44.262295081,320.9672597864767,0
12131_2018-10-10 17:00:00,2018280N18273,12131,Walton,2018-10-10 17:00:00,56,83304,25365.0,647.666666666667,56,21.5488762338243,1795107.5857825,2.33333333333333,2018,10,22.91248107051621,9.594885515624394,67.7371313141366,992.2612630935754,80,80,54.25667686034639,0,2018-10-12 23:15:24.036697247,36.450958864002224,0,0.6413528128261076,0.1,0.3206764064130538,2018-10-12 05:27:03.451910408,54.25667686034639,0
12005_2018-10-10 17:00:00,2018280N18273,12005,Bay,2018-10-10 17:00:00,504,185134,115953.0,647.666666666667,504,189.113881077374,35011409.2593786,21.0,2018,10,27.984699722350115,7.456459336661648,67.58988947345412,985.9625283741386,528,168,466.9670584942625,0,2018-10-30 03:58:01.410579345,223.4909324912561,0,0.879841145921727,0.1,0.4399205729608635,2018-10-20 00:29:27.356968522,466.9670584942625,0
13087_2018-10-10 17:00:00,2018280N18273,13087,Decatur,2018-10-10 17:00:00,249,28982,13350.0,647.666666666667,249,126.343380030166,3661683.84003428,10.375,2018,10,28.79388489610567,6.8770955986238205,72.23954866896933,984.6164664124016,273,168,221.5744186046511,0,2018-10-19 22:34:27.906976744,126.50111612895445,0,0.9839700374531836,0.1,0.4919850187265918,2018-10-15 23:30:04.018064236,221.5744186046511,0
12013_2018-10-10 18:00:00,2018280N18273,12013,Calhoun,2018-10-10 18:00:00,511,13464,8461.0,647.708333333333,511,380.447239474646,5122341.63228664,21.2916666666667,2018,10,28.26059994849216,6.611275201391015,62.12432835705237,985.6756187886484,535,168,510.0832740213522,0,2018-11-01 00:04:59.786476868,410.29143897996335,0,1.0,0.1,0.5,2018-10-27 20:17:29.180327868,510.0832740213522,0
12073_2018-10-10 18:00:00,2018280N18273,12073,Leon,2018-10-10 18:00:00,146,297369,137723.0,647.708333333333,146,62.9065948548324,18706471.2053867,6.08333333333333,2018,10,28.78086651039685,6.87614252830526,52.50939945099671,991.5406596838126,170,168,123.43151774785778,0,2018-10-15 21:25:53.463892288,58.58493682934222,0,0.976713548415117,0.1,0.4883567742075585,2018-10-13 04:35:05.772585632,123.43151774785778,0
12133_2018-10-10 18:00:00,2018280N18273,12133,Washington,2018-10-10 18:00:00,413,25414,9886.0,647.708333333333,413,150.650666290381,3828636.03310375,17.2083333333333,2018,10,24.16638381107558,6.379249108581416,51.598771674609665,987.7447127423262,437,168,354.09792592592584,0,2018-10-25 12:05:52.533333333,129.37352674524,0,0.9623178697035673,0.1,0.4811589348517836,2018-10-16 03:22:24.696282864,354.09792592592584,0
13131_2018-10-10 19:00:00,2018280N18273,13131,Grady,2018-10-10 19:00:00,247,26008,9073.0,647.75,247,129.357738947609,3364336.07454941,10.2916666666667,2018,10,30.102382582311204,7.101702166999093,60.62635129150123,987.9350299451283,271,168,199.535135135135,0,2018-10-19 02:32:06.486486486,140.0714376978475,0,0.9984667615814259,0.1,0.49923338079071294,2018-10-16 15:04:17.175712251,199.535135135135,0
13275_2018-10-10 19:00:00,2018280N18273,13275,Thomas,2018-10-10 19:00:00,144,45561,8914.0,647.75,144,51.8602025288176,2362802.68741546,6.0,2018,10,29.478503156591348,7.152482000829051,44.58040781405375,991.294648148148,168,168,121.27772020725361,0,2018-10-15 20:16:39.792746113,45.04891181956528,0,0.9528079811680304,0.1,0.4764039905840152,2018-10-12 16:02:56.082550435,121.27772020725361,0
12065_2018-10-10 19:00:00,2018280N18273,12065,Jefferson,2018-10-10 19:00:00,53,15042,8167.0,647.75,53,23.8644545120607,358969.124770417,2.20833333333333,2018,10,26.891825943850403,10.207109474215848,39.167733178332,994.7990300210674,77,77,48.350602409638334,0,2018-10-12 19:21:02.168674698,39.278481012658055,0,0.764540222848047,0.1,0.3822701114240235,2018-10-12 10:16:42.531645569,48.350602409638334,0
13259_2018-10-10 19:00:00,2018280N18273,13259,Stewart,2018-10-10 19:00:00,106,4648,1816.0,647.75,106,51.3909220855797,238865.005853775,4.41666666666667,2018,10,22.49237419179168,7.545448577987565,90.9841704211237,988.3361197339248,130,130,99.50952380952361,0,2018-10-14 22:30:34.285714285,49.213961141950556,0,0.9912767644726408,0.1,0.4956383822363204,2018-10-12 20:12:50.260111022,99.50952380952361,0
01069_2018-10-10 20:00:00,2018280N18273,01069,Houston,2018-10-10 20:00:00,151,108079,28005.0,647.791666666667,151,53.9730501971308,5833353.2922557,6.29166666666667,2018,10,23.03112852452165,6.395429772316592,57.096510807494234,985.6874469014832,175,168,124.24772235730612,0,2018-10-16 00:14:51.800486302,53.603009127314444,0,0.8184966970183896,0.1,0.4092483485091948,2018-10-13 01:36:10.832858332,124.24772235730612,0
12079_2018-10-10 20:00:00,2018280N18273,12079,Madison,2018-10-10 20:00:00,26,18198,9285.0,647.791666666667,26,2.83004846526656,51501.2219709208,1.08333333333333,2018,10,24.640469462184583,12.382357874186026,21.372192828011,997.9494468352756,50,50,10.85254237288111,0,2018-10-11 06:51:09.152542372,10.703389830508334,0,0.2094776521270867,0.1,0.10473882606354334,2018-10-11 06:42:12.203389830,10.85254237288111,0
13253_2018-10-10 20:00:00,2018280N18273,13253,Seminole,2018-10-10 20:00:00,196,9127,1729.0,647.791666666667,196,142.795835743204,1303297.59282822,8.16666666666667,2018,10,25.64082348932985,6.4588058724894735,68.04234380490283,983.1117257940572,220,168,174.5367346938775,0,2018-10-18 02:32:12.244897959,140.4775280898875,0,0.9786003470213996,0.1,0.4893001735106998,2018-10-16 16:28:39.101123595,174.5367346938775,0
13037_2018-10-10 21:00:00,2018280N18273,13037,Calhoun,2018-10-10 21:00:00,195,5469,2436.0,647.833333333333,195,111.722014833577,611007.699124832,8.125,2018,10,26.117301900191663,6.5831527806726315,98.77809690265153,983.1277991548044,219,168,163.46086956521722,0,2018-10-17 16:27:39.130434782,114.57784431137722,0,0.9663690476190476,0.1,0.4831845238095238,2018-10-15 15:34:40.239520958,163.46086956521722,0
13201_2018-10-10 21:00:00,2018280N18273,13201,Miller,2018-10-10 21:00:00,193,5807,1181.0,647.833333333333,193,124.098465667905,720639.790133522,8.04166666666667,2018,10,25.62284266430398,6.520851367810745,82.12071944001143,983.1053866621376,217,168,139.46666666666638,0,2018-10-16 16:27:59.999999999,124.23306233062306,0,0.9620462046204621,0.1,0.48102310231023104,2018-10-16 01:13:59.024390243,139.46666666666638,0
13243_2018-10-10 21:00:00,2018280N18273,13243,Randolph,2018-10-10 21:00:00,143,6116,3421.0,647.833333333333,143,88.8843710471687,543616.813324484,5.95833333333333,2018,10,23.960138423181636,6.658487019293215,104.61743004372589,984.5767708333332,167,167,140.16016949152527,0,2018-10-16 17:09:36.610169491,97.12037037037028,0,0.987691643273591,0.1,0.4938458216367955,2018-10-14 22:07:13.333333333,140.16016949152527,0
01061_2018-10-10 21:00:00,2018280N18273,01061,Geneva,2018-10-10 21:00:00,78,26783,15326.0,647.833333333333,78,23.9522455827024,641512.993441519,3.25,2018,10,22.279770131447947,7.591313240991943,63.15503644559629,991.3307667286244,102,102,64.04724409448805,0,2018-10-13 13:02:50.078740157,28.262602084635557,0,0.6456769983686786,0.1,0.3228384991843393,2018-10-12 01:15:45.367504688,64.04724409448805,0
13071_2018-10-10 21:00:00,2018280N18273,13071,Colquitt,2018-10-10 21:00:00,77,45762,2440.0,647.833333333333,77,47.1029680063458,2155526.0219064,3.20833333333333,2018,10,28.27881879022676,9.253697276131584,46.312176719728896,990.80505270762,101,101,73.38888888888862,0,2018-10-13 22:23:19.999999999,49.27403846153833,0,0.8875,0.1,0.44375,2018-10-12 22:16:26.538461538,73.38888888888862,0
13239_2018-10-10 21:00:00,2018280N18273,13239,Quitman,2018-10-10 21:00:00,123,2249,1180.0,647.833333333333,123,49.4955174658241,111315.418780638,5.125,2018,10,21.05312968211569,6.884852411346258,86.33801150343317,987.2288893312102,147,147,89.79999999999973,0,2018-10-14 14:47:59.999999999,49.165271957804165,0,0.9874538745387453,0.1,0.49372693726937267,2018-10-12 22:09:54.979048095,89.79999999999973,0
01067_2018-10-10 21:00:00,2018280N18273,01067,Henry,2018-10-10 21:00:00,79,17655,7563.0,647.833333333333,79,33.547458541466,592280.380549583,3.29166666666667,2018,10,22.07333413759867,7.961260494789132,68.11807141396761,987.4758969455296,103,103,67.27323420074333,0,2018-10-13 16:16:23.643122676,27.39445508812222,0,0.9877032923443078,0.1,0.4938516461721539,2018-10-12 00:23:40.038317240,67.27323420074333,0
01045_2018-10-10 22:00:00,2018280N18273,01045,Dale,2018-10-10 22:00:00,44,49544,18575.0,647.875,44,7.53244547026282,373187.478378701,1.83333333333333,2018,10,22.404614435301884,9.90333074652681,58.22884741549691,990.3027983940972,68,68,25.251637931034445,0,2018-10-11 23:15:05.896551724,22.128995433789722,0,0.3167842334823111,0.1,0.15839211674115555,2018-10-11 20:07:44.383561643,25.251637931034445,0
13141_2018-10-10 22:00:00,2018280N18273,13141,Hancock,2018-10-10 22:00:00,46,8387,5497.0,647.875,46,9.85753613958554,82675.1556027039,1.91666666666667,2018,10,20.675220847129825,10.258879519218489,44.24866392315986,988.9400052083332,70,70,39.14376947040472,0,2018-10-12 13:08:37.570093457,22.78125,0,0.5055484809896307,0.1,0.25277424049481534,2018-10-11 20:46:52.500000000,39.14376947040472,0
13205_2018-10-10 22:00:00,2018280N18273,13205,Mitchell,2018-10-10 22:00:00,309,21116,2905.0,647.875,309,154.841529879081,3269633.74492667,12.875,2018,10,29.431692420459186,7.006849580042349,73.4295099992763,986.6233998783298,333,168,283.83999999999975,0,2018-10-22 17:50:23.999999999,146.7746348847161,0,0.9808626384301535,0.1,0.49043131921507677,2018-10-17 00:46:28.685584978,283.83999999999975,0
13079_2018-10-10 22:00:00,2018280N18273,13079,Crawford,2018-10-10 22:00:00,28,12140,5069.0,647.875,28,5.4963503649635,66725.6934306569,1.16666666666667,2018,10,22.00438116214893,12.381393148065861,74.31343258904684,989.568103298611,52,52,24.311180124223334,0,2018-10-11 22:18:40.248447204,20.63043478260861,0,0.31386861313868614,0.1,0.15693430656934307,2018-10-11 18:37:49.565217391,24.311180124223334,0
13177_2018-10-10 22:00:00,2018280N18273,13177,Lee,2018-10-10 22:00:00,141,33642,9059.0,647.875,141,69.7389402968171,2346157.42946552,5.875,2018,10,27.887769410776546,6.927194419152472,85.06974518477784,985.2889273710028,165,165,119.94046822742472,0,2018-10-15 21:56:25.685618729,70.13672098954666,0,0.9847492986116106,0.1,0.4923746493058053,2018-10-13 20:08:12.195562368,119.94046822742472,0
13061_2018-10-10 22:00:00,2018280N18273,13061,Clay,2018-10-10 22:00:00,144,2845,2189.0,647.875,144,94.4003370248225,268568.95883562,6.0,2018,10,22.10261717787734,6.462583033018794,90.5540160969034,985.0835902308556,168,168,117.14949494949472,0,2018-10-15 19:08:58.181818181,102.03426124197,0,0.9892205638474295,0.1,0.49461028192371476,2018-10-15 04:02:03.340471092,117.14949494949472,0
13321_2018-10-10 23:00:00,2018280N18273,13321,Worth,2018-10-10 23:00:00,217,20424,1416.0,647.916666666667,217,115.905684858295,2367257.70754581,9.04166666666667,2018,10,28.40245377638315,7.163017512942412,68.0161458152172,987.9960690426236,241,168,212.65490196078417,0,2018-10-19 19:39:17.647058823,97.37676292450777,0,0.972463768115942,0.1,0.486231884057971,2018-10-15 00:22:36.346528228,212.65490196078417,0
13273_2018-10-10 23:00:00,2018280N18273,13273,Terrell,2018-10-10 23:00:00,146,8754,4839.0,647.916666666667,146,95.4386834015122,835470.234496837,6.08333333333333,2018,10,28.47338528618624,6.598386795963525,100.5628869633861,983.944223261778,170,168,140.89603174603167,0,2018-10-16 19:53:45.714285714,94.75942350332583,0,0.9887145124316699,0.1,0.49435725621583493,2018-10-14 21:45:33.924611973,140.89603174603167,0
