event_id,CountyFIPS,storm,event_start,event_end,duration_hours,year,month,county_pop,pre_outage_tracked_customers,days_since_data_start,n_periods,integral,pop_hours_supply_lost,max_outage_raw,hours_above_thresh_raw,is_valid,peak_outage_clean,threshold_used_t90,t90_lastcross,censored_lastcross,crossing_time_lastcross,duration_days
12059_2018-10-10 16:00:00,12059,2018280N18273,2018-10-10 16:00:00,2018-10-19 21:00:00,221.0,2018,10,19651,5106.0,647.625,221,105.123950960912,2065790.76033288,0.930571249215317,201,True,0.9275580665411174,0.1,201.90710059171585,0,2018-10-19 01:54:25.562130177,9.20833333333333
12037_2018-10-10 16:00:00,12037,2018280N18273,2018-10-10 16:00:00,2018-10-16 23:00:00,151.0,2018,10,12498,10332.0,647.625,151,109.19524696696,1364722.19659307,0.9977739063104917,148,True,0.9977739063104917,0.1,149.62267895109832,0,2018-10-16 21:37:21.644223954,6.29166666666667
12039_2018-10-10 16:00:00,12039,2018280N18273,2018-10-10 16:00:00,2018-10-25 01:00:00,345.0,2018,10,43403,15094.0,647.625,345,192.617146222732,8360161.99750523,1.0,313,True,1.0,0.1,320.9672597864767,0,2018-10-24 00:58:02.135231316,14.375
12131_2018-10-10 17:00:00,12131,2018280N18273,2018-10-10 17:00:00,2018-10-13 01:00:00,56.0,2018,10,83304,25365.0,647.666666666667,56,21.5488762338243,1795107.5857825,0.6426098093160042,39,True,0.6413528128261076,0.1,54.25667686034639,0,2018-10-12 23:15:24.036697247,2.33333333333333
12005_2018-10-10 17:00:00,12005,2018280N18273,2018-10-10 17:00:00,2018-10-31 17:00:00,504.0,2018,10,185134,115953.0,647.666666666667,504,189.113881077374,35011409.2593786,0.8808509555004922,318,True,0.879841145921727,0.1,466.9670584942625,0,2018-10-30 03:58:01.410579345,21.0
13087_2018-10-10 17:00:00,13087,2018280N18273,2018-10-10 17:00:00,2018-10-21 02:00:00,249.0,2018,10,28982,13350.0,647.666666666667,249,126.343380030166,3661683.84003428,0.9841446247314218,177,True,0.9839700374531836,0.1,221.5744186046511,0,2018-10-19 22:34:27.906976744,10.375
12013_2018-10-10 18:00:00,12013,2018280N18273,2018-10-10 18:00:00,2018-11-01 01:00:00,511.0,2018,10,13464,8461.0,647.708333333333,511,380.447239474646,5122341.63228664,1.0,510,True,1.0,0.1,510.0832740213522,0,2018-11-01 00:04:59.786476868,21.2916666666667
12073_2018-10-10 18:00:00,12073,2018280N18273,2018-10-10 18:00:00,2018-10-16 20:00:00,146.0,2018,10,297369,137723.0,647.708333333333,146,62.9065948548324,18706471.2053867,0.9774880744703183,101,True,0.976713548415117,0.1,123.43151774785778,0,2018-10-15 21:25:53.463892288,6.08333333333333
12133_2018-10-10 18:00:00,12133,2018280N18273,2018-10-10 18:00:00,2018-10-27 23:00:00,413.0,2018,10,25414,9886.0,647.708333333333,413,150.650666290381,3828636.03310375,0.9735387707251717,299,True,0.9623178697035673,0.1,354.09792592592584,0,2018-10-25 12:05:52.533333333,17.2083333333333
13131_2018-10-10 19:00:00,13131,2018280N18273,2018-10-10 19:00:00,2018-10-21 02:00:00,247.0,2018,10,26008,9073.0,647.75,247,129.357738947609,3364336.07454941,0.9984667615814259,196,True,0.9984667615814259,0.1,199.535135135135,0,2018-10-19 02:32:06.486486486,10.2916666666667
13275_2018-10-10 19:00:00,13275,2018280N18273,2018-10-10 19:00:00,2018-10-16 19:00:00,144.0,2018,10,45561,8914.0,647.75,144,51.8602025288176,2362802.68741546,0.9715278556215671,101,True,0.9528079811680304,0.1,121.27772020725361,0,2018-10-15 20:16:39.792746113,6.0
12065_2018-10-10 19:00:00,12065,2018280N18273,2018-10-10 19:00:00,2018-10-13 00:00:00,53.0,2018,10,15042,8167.0,647.75,53,23.8644545120607,358969.124770417,0.7971103220276723,48,True,0.764540222848047,0.1,48.350602409638334,0,2018-10-12 19:21:02.168674698,2.20833333333333
13259_2018-10-10 19:00:00,13259,2018280N18273,2018-10-10 19:00:00,2018-10-15 05:00:00,106.0,2018,10,4648,1816.0,647.75,106,51.3909220855797,238865.005853775,0.991304347826087,78,True,0.9912767644726408,0.1,99.50952380952361,0,2018-10-14 22:30:34.285714285,4.41666666666667
01069_2018-10-10 20:00:00,01069,2018280N18273,2018-10-10 20:00:00,2018-10-17 03:00:00,151.0,2018,10,108079,28005.0,647.791666666667,151,53.9730501971308,5833353.2922557,0.8234411827726591,100,True,0.8184966970183896,0.1,124.24772235730612,0,2018-10-16 00:14:51.800486302,6.29166666666667
12079_2018-10-10 20:00:00,12079,2018280N18273,2018-10-10 20:00:00,2018-10-11 22:00:00,26.0,2018,10,18198,9285.0,647.791666666667,26,2.83004846526656,51501.2219709208,0.2445880452342488,5,True,0.2094776521270867,0.1,10.85254237288111,0,2018-10-11 06:51:09.152542372,1.08333333333333
13253_2018-10-10 20:00:00,13253,2018280N18273,2018-10-10 20:00:00,2018-10-19 00:00:00,196.0,2018,10,9127,1729.0,647.791666666667,196,142.795835743204,1303297.59282822,0.9786003470213996,175,True,0.9786003470213996,0.1,174.5367346938775,0,2018-10-18 02:32:12.244897959,8.16666666666667
13037_2018-10-10 21:00:00,13037,2018280N18273,2018-10-10 21:00:00,2018-10-19 00:00:00,195.0,2018,10,5469,2436.0,647.833333333333,195,111.722014833577,611007.699124832,0.9851590106007068,145,True,0.9663690476190476,0.1,163.46086956521722,0,2018-10-17 16:27:39.130434782,8.125
13201_2018-10-10 21:00:00,13201,2018280N18273,2018-10-10 21:00:00,2018-10-18 22:00:00,193.0,2018,10,5807,1181.0,647.833333333333,193,124.098465667905,720639.790133522,0.9620462046204621,133,True,0.9620462046204621,0.1,139.46666666666638,0,2018-10-16 16:27:59.999999999,8.04166666666667
13243_2018-10-10 21:00:00,13243,2018280N18273,2018-10-10 21:00:00,2018-10-16 20:00:00,143.0,2018,10,6116,3421.0,647.833333333333,143,88.8843710471687,543616.813324484,0.987691643273591,127,True,0.987691643273591,0.1,140.16016949152527,0,2018-10-16 17:09:36.610169491,5.95833333333333
01061_2018-10-10 21:00:00,01061,2018280N18273,2018-10-10 21:00:00,2018-10-14 03:00:00,78.0,2018,10,26783,15326.0,647.833333333333,78,23.9522455827024,641512.993441519,0.6559665948978927,48,True,0.6456769983686786,0.1,64.04724409448805,0,2018-10-13 13:02:50.078740157,3.25
13071_2018-10-10 21:00:00,13071,2018280N18273,2018-10-10 21:00:00,2018-10-14 02:00:00,77.0,2018,10,45762,2440.0,647.833333333333,77,47.1029680063458,2155526.0219064,0.8875,71,True,0.8875,0.1,73.38888888888862,0,2018-10-13 22:23:19.999999999,3.20833333333333
13239_2018-10-10 21:00:00,13239,2018280N18273,2018-10-10 21:00:00,2018-10-16 00:00:00,123.0,2018,10,2249,1180.0,647.833333333333,123,49.4955174658241,111315.418780638,0.9874631268436578,74,True,0.9874538745387453,0.1,89.79999999999973,0,2018-10-14 14:47:59.999999999,5.125
01067_2018-10-10 21:00:00,01067,2018280N18273,2018-10-10 21:00:00,2018-10-14 04:00:00,79.0,2018,10,17655,7563.0,647.833333333333,79,33.547458541466,592280.380549583,0.9993388866851778,52,True,0.9877032923443078,0.1,67.27323420074333,0,2018-10-13 16:16:23.643122676,3.29166666666667
01045_2018-10-10 22:00:00,01045,2018280N18273,2018-10-10 22:00:00,2018-10-12 18:00:00,44.0,2018,10,49544,18575.0,647.875,44,7.53244547026282,373187.478378701,0.3315922675138657,23,True,0.3167842334823111,0.1,25.251637931034445,0,2018-10-11 23:15:05.896551724,1.83333333333333
13141_2018-10-10 22:00:00,13141,2018280N18273,2018-10-10 22:00:00,2018-10-12 20:00:00,46.0,2018,10,8387,5497.0,647.875,46,9.85753613958554,82675.1556027039,0.5142805166454429,22,True,0.5055484809896307,0.1,39.14376947040472,0,2018-10-12 13:08:37.570093457,1.91666666666667
13205_2018-10-10 22:00:00,13205,2018280N18273,2018-10-10 22:00:00,2018-10-23 19:00:00,309.0,2018,10,21116,2905.0,647.875,309,154.841529879081,3269633.74492667,0.9822226539731883,253,True,0.9808626384301535,0.1,283.83999999999975,0,2018-10-22 17:50:23.999999999,12.875
13079_2018-10-10 22:00:00,13079,2018280N18273,2018-10-10 22:00:00,2018-10-12 02:00:00,28.0,2018,10,12140,5069.0,647.875,28,5.4963503649635,66725.6934306569,0.35983428684158614,15,True,0.31386861313868614,0.1,24.311180124223334,0,2018-10-11 22:18:40.248447204,1.16666666666667
13177_2018-10-10 22:00:00,13177,2018280N18273,2018-10-10 22:00:00,2018-10-16 19:00:00,141.0,2018,10,33642,9059.0,647.875,141,69.7389402968171,2346157.42946552,0.9849693688559624,112,True,0.9847492986116106,0.1,119.94046822742472,0,2018-10-15 21:56:25.685618729,5.875
13061_2018-10-10 22:00:00,13061,2018280N18273,2018-10-10 22:00:00,2018-10-16 22:00:00,144.0,2018,10,2845,2189.0,647.875,144,94.4003370248225,268568.95883562,0.9892205638474295,116,True,0.9892205638474295,0.1,117.14949494949472,0,2018-10-15 19:08:58.181818181,6.0
13321_2018-10-10 23:00:00,13321,2018280N18273,2018-10-10 23:00:00,2018-10-20 00:00:00,217.0,2018,10,20424,1416.0,647.916666666667,217,115.905684858295,2367257.70754581,0.9875603864734299,203,True,0.972463768115942,0.1,212.65490196078417,0,2018-10-19 19:39:17.647058823,9.04166666666667
13273_2018-10-10 23:00:00,13273,2018280N18273,2018-10-10 23:00:00,2018-10-17 01:00:00,146.0,2018,10,8754,4839.0,647.916666666667,146,95.4386834015122,835470.234496837,0.9887145124316699,125,True,0.9887145124316699,0.1,140.89603174603167,0,2018-10-16 19:53:45.714285714,6.08333333333333
13007_2018-10-10 23:00:00,13007,2018280N18273,2018-10-10 23:00:00,2018-10-26 06:00:00,367.0,2018,10,2788,371.0,647.916666666667,367,236.555199987713,659515.897565745,0.9906296851574213,326,True,0.9906296851574213,0.1,350.14999999999975,0,2018-10-25 13:08:59.999999999,15.2916666666667
13261_2018-10-10 23:00:00,13261,2018280N18273,2018-10-10 23:00:00,2018-10-14 23:00:00,96.0,2018,10,28877,14768.0,647.916666666667,96,41.1144424358009,1187261.75421862,0.8682200647249191,72,True,0.8664767208443955,0.1,87.025,0,2018-10-14 14:01:30.000000000,4.0
01005_2018-10-10 23:00:00,01005,2018280N18273,2018-10-10 23:00:00,2018-10-12 17:00:00,42.0,2018,10,24706,10892.0,647.916666666667,42,10.6726353860847,263678.129848607,0.5015613519470977,23,True,0.4916421748714181,0.1,26.57399999999972,0,2018-10-12 01:34:26.399999999,1.75
13249_2018-10-10 23:00:00,13249,2018280N18273,2018-10-10 23:00:00,2018-10-13 14:00:00,63.0,2018,10,4496,1444.0,647.916666666667,63,20.0340059356446,90072.8906866579,0.701941139636819,36,True,0.6981840951784596,0.1,48.943749999999724,0,2018-10-12 23:56:37.499999999,2.625
13075_2018-10-11 00:00:00,13075,2018280N18273,2018-10-11 00:00:00,2018-10-12 15:00:00,39.0,2018,10,17404,1578.0,647.958333333333,39,7.83079847908746,136287.216730038,0.4416983523447402,21,True,0.4416983523447402,0.1,20.839639639639444,0,2018-10-11 20:50:22.702702702,1.625
13307_2018-10-11 00:00:00,13307,2018280N18273,2018-10-11 00:00:00,2018-10-16 02:00:00,122.0,2018,10,2328,1333.0,647.958333333333,122,63.1538408019407,147022.141386918,0.9965397923875432,100,True,0.9965397923875432,0.1,115.72903225806445,0,2018-10-15 19:43:44.516129032,5.08333333333333
13027_2018-10-11 00:00:00,13027,2018280N18273,2018-10-11 00:00:00,2018-10-12 04:00:00,28.0,2018,10,16253,902.0,647.958333333333,28,13.3381374722838,216784.748337029,0.8957871396895787,24,True,0.6197339246119733,0.1,23.9857777777775,0,2018-10-11 23:59:08.799999999,1.16666666666667
13287_2018-10-11 00:00:00,13287,2018280N18273,2018-10-11 00:00:00,2018-10-17 07:00:00,151.0,2018,10,8842,5135.0,647.958333333333,151,51.9504658288324,459346.018858536,0.9247853676745054,74,True,0.9238648002731308,0.1,87.98947368421028,0,2018-10-14 15:59:22.105263157,6.29166666666667
13003_2018-10-11 00:00:00,13003,2018280N18273,2018-10-11 00:00:00,2018-10-12 16:00:00,40.0,2018,10,8183,4549.0,647.958333333333,40,6.82215871620136,55825.7247746757,0.39393273246867444,15,True,0.359859309738404,0.1,24.103389830508334,0,2018-10-12 00:06:12.203389830,1.66666666666667
13193_2018-10-11 01:00:00,13193,2018280N18273,2018-10-11 01:00:00,2018-10-13 02:00:00,49.0,2018,10,11765,6145.0,648.0,49,28.4966639544345,335263.251423922,0.8701383238405207,47,True,0.8577705451586656,0.1,46.71838235294111,0,2018-10-12 23:43:06.176470588,2.04166666666667
13019_2018-10-11 01:00:00,13019,2018280N18273,2018-10-11 01:00:00,2018-10-13 00:00:00,47.0,2018,10,18214,4422.0,648.0,47,19.8997068891876,362453.261279663,0.8410613086038125,45,True,0.8397733127253992,0.1,45.490677966101664,0,2018-10-12 22:29:26.440677966,1.95833333333333
13315_2018-10-11 01:00:00,13315,2018280N18273,2018-10-11 01:00:00,2018-10-15 20:00:00,115.0,2018,10,8761,4912.0,648.0,115,62.6893943013266,549221.783473923,0.990228013029316,92,True,0.990228013029316,0.1,111.22545454545444,0,2018-10-15 16:13:31.636363636,4.79166666666667
13069_2018-10-11 01:00:00,13069,2018280N18273,2018-10-11 01:00:00,2018-10-12 21:00:00,44.0,2018,10,43172,13869.0,648.0,44,12.5984714770518,543901.210607282,0.6468382724060855,27,True,0.55814629185734,0.1,32.97401746724889,0,2018-10-12 09:58:26.462882096,1.83333333333333
13017_2018-10-11 01:00:00,13017,2018280N18273,2018-10-11 01:00:00,2018-10-15 02:00:00,97.0,2018,10,17069,3299.0,648.0,97,51.9421229136294,886600.096012741,0.9305850257653835,90,True,0.9290694149742346,0.1,92.93653846153833,0,2018-10-14 21:56:11.538461538,4.04166666666667
13155_2018-10-11 01:00:00,13155,2018280N18273,2018-10-11 01:00:00,2018-10-13 21:00:00,68.0,2018,10,9126,6013.0,648.0,68,22.3363841003872,203841.841300134,0.9516003122560499,41,True,0.9516003122560499,0.1,44.80149253731334,0,2018-10-12 21:48:05.373134328,2.83333333333333
13277_2018-10-11 01:00:00,13277,2018280N18273,2018-10-11 01:00:00,2018-10-13 22:00:00,69.0,2018,10,41412,12826.0,648.0,69,22.6022408232445,936003.9969722,0.8328829935314829,47,True,0.8327192336035372,0.1,64.13999999999972,0,2018-10-13 17:08:23.999999999,2.875
13197_2018-10-11 01:00:00,13197,2018280N18273,2018-10-11 01:00:00,2018-10-12 19:00:00,42.0,2018,10,7449,3006.0,648.0,42,13.0319806605484,97075.2239404253,0.541927409261577,27,True,0.5384856070087609,0.1,38.6423076923075,0,2018-10-12 15:38:32.307692307,1.75
13161_2018-10-11 02:00:00,13161,2018280N18273,2018-10-11 02:00:00,2018-10-12 18:00:00,40.0,2018,10,14889,7743.0,648.041666666667,40,13.0835593439235,194801.115071678,0.7299496319256102,26,True,0.7249128244866331,0.1,34.90538461538444,0,2018-10-12 12:54:19.384615384,1.66666666666667
13269_2018-10-11 02:00:00,13269,2018280N18273,2018-10-11 02:00:00,2018-10-12 22:00:00,44.0,2018,10,7737,4219.0,648.041666666667,44,5.67138577306864,43879.511726232,0.20815552394499762,14,True,0.20459933617828355,0.1,23.167441860465,0,2018-10-12 01:10:02.790697674,1.83333333333333
13093_2018-10-11 02:00:00,13093,2018280N18273,2018-10-11 02:00:00,2018-10-14 22:00:00,92.0,2018,10,10572,6397.0,648.041666666667,92,41.0656557761451,434146.112865406,0.8174144130060966,68,True,0.8005314991402219,0.1,69.19166666666639,0,2018-10-13 23:11:29.999999999,3.83333333333333
13167_2018-10-11 04:00:00,13167,2018280N18273,2018-10-11 04:00:00,2018-10-13 22:00:00,66.0,2018,10,9242,4055.0,648.125,66,35.0714721359959,324130.545480874,0.9406264609630669,58,True,0.9380679100908657,0.1,61.96363636363611,0,2018-10-13 17:57:49.090909090,2.75
13267_2018-10-11 04:00:00,13267,2018280N18273,2018-10-11 04:00:00,2018-10-12 04:00:00,24.0,2018,10,24064,8625.0,648.125,24,7.23118071803862,174011.132798881,0.650417215634607,17,True,0.5972771190162495,0.1,19.03574879227028,0,2018-10-11 23:02:08.695652173,1.0
13235_2018-10-11 04:00:00,13235,2018280N18273,2018-10-11 04:00:00,2018-10-15 20:00:00,112.0,2018,10,9984,4489.0,648.125,112,51.4617955001114,513794.566273112,0.9380708398306973,88,True,0.9204722655379818,0.1,90.49278606965167,0,2018-10-14 22:29:34.029850746,4.66666666666667
13023_2018-10-11 04:00:00,13023,2018280N18273,2018-10-11 04:00:00,2018-10-13 20:00:00,64.0,2018,10,12257,2902.0,648.125,64,31.9827705031013,392012.818056513,0.9731219848380427,61,True,0.9731219848380427,0.1,60.70109090909083,0,2018-10-13 16:42:03.927272727,2.66666666666667
13225_2018-10-11 04:00:00,13225,2018280N18273,2018-10-11 04:00:00,2018-10-12 18:00:00,38.0,2018,10,28562,6976.0,648.125,38,8.05705275229358,230125.540711009,0.34719036697247707,24,True,0.34446674311926606,0.1,23.92031496062972,0,2018-10-12 03:55:13.133858267,1.58333333333333
13289_2018-10-11 05:00:00,13289,2018280N18273,2018-10-11 05:00:00,2018-10-12 23:00:00,42.0,2018,10,7680,1531.0,648.166666666667,42,10.0235140431091,76980.5878510777,0.534944480731548,32,True,0.5342913128674069,0.1,32.96339285714278,0,2018-10-12 13:57:48.214285714,1.75
13175_2018-10-11 05:00:00,13175,2018280N18273,2018-10-11 05:00:00,2018-10-13 21:00:00,64.0,2018,10,49660,12185.0,648.166666666667,64,29.0008027573167,1440179.86492835,0.8106688551497743,60,True,0.8104636848584325,0.1,61.217263843648055,0,2018-10-13 18:13:02.149837133,2.66666666666667
13271_2018-10-11 05:00:00,13271,2018280N18273,2018-10-11 05:00:00,2018-10-13 23:00:00,66.0,2018,10,12354,3483.0,648.166666666667,66,34.8136663795579,430088.034453058,0.8515647430376112,64,True,0.8515647430376112,0.1,63.57314814814806,0,2018-10-13 20:34:23.333333333,2.75
13319_2018-10-11 05:00:00,13319,2018280N18273,2018-10-11 05:00:00,2018-10-12 18:00:00,37.0,2018,10,8681,2405.0,648.166666666667,37,7.0004158004158,60770.6095634096,0.32972972972972975,17,True,0.3288981288981289,0.1,22.73148148148139,0,2018-10-12 03:43:53.333333333,1.54166666666667
13091_2018-10-11 05:00:00,13091,2018280N18273,2018-10-11 05:00:00,2018-10-13 22:00:00,65.0,2018,10,19802,3709.0,648.166666666667,65,35.6983014289566,706897.764896199,0.9272040981396603,62,True,0.9272040981396603,0.1,61.82958333333333,0,2018-10-13 18:49:46.500000000,2.70833333333333
13169_2018-10-11 05:00:00,13169,2018280N18273,2018-10-11 05:00:00,2018-10-12 19:00:00,38.0,2018,10,28472,12937.0,648.166666666667,38,6.58769421040427,187564.82955863,0.35154981835046767,19,True,0.3490762928035866,0.1,20.45273972602722,0,2018-10-12 01:27:09.863013698,1.58333333333333
13043_2018-10-11 06:00:00,13043,2018280N18273,2018-10-11 06:00:00,2018-10-12 16:00:00,34.0,2018,10,11000,5484.0,648.208333333333,34,9.233169257776,101564.861835536,0.9848008385744235,19,True,0.5389587700908456,0.1,29.06666666666639,0,2018-10-12 11:03:59.999999999,1.41666666666667
13107_2018-10-11 06:00:00,13107,2018280N18273,2018-10-11 06:00:00,2018-10-13 03:00:00,45.0,2018,10,22929,7891.0,648.208333333333,45,16.1160076354961,369523.939074291,0.753511324813362,37,True,0.7503479691256485,0.1,42.24390243902417,0,2018-10-13 00:14:38.048780487,1.875
13303_2018-10-11 06:00:00,13303,2018280N18273,2018-10-11 06:00:00,2018-10-13 15:00:00,57.0,2018,10,19738,6586.0,648.208333333333,57,22.9078348010932,452154.843303978,0.7980564834497419,42,True,0.7830245976313392,0.1,42.919337016574445,0,2018-10-13 00:55:09.613259668,2.375
13309_2018-10-11 06:00:00,13309,2018280N18273,2018-10-11 06:00:00,2018-10-13 18:00:00,60.0,2018,10,7314,823.0,648.208333333333,60,30.6123936816525,223899.047387606,0.968408262454435,37,True,0.968408262454435,0.1,36.981024096385276,0,2018-10-12 18:58:51.686746987,2.5
13209_2018-10-11 06:00:00,13209,2018280N18273,2018-10-11 06:00:00,2018-10-12 23:00:00,41.0,2018,10,8655,1649.0,648.208333333333,41,26.5166767738023,229501.837477259,0.8744693753790176,39,True,0.8744693753790176,0.1,38.817479674796665,0,2018-10-12 20:49:02.926829268,1.70833333333333
13283_2018-10-11 07:00:00,13283,2018280N18273,2018-10-11 07:00:00,2018-10-12 19:00:00,36.0,2018,10,6365,1373.0,648.25,36,5.18572469045885,33007.1376547706,0.23743627093954844,16,True,0.2199563000728332,0.1,16.884126984126944,0,2018-10-11 23:53:02.857142857,1.5
13301_2018-10-11 08:00:00,13301,2018280N18273,2018-10-11 08:00:00,2018-10-13 01:00:00,41.0,2018,10,5155,3118.0,648.291666666667,41,6.13758819756254,31639.2671584349,0.3867864015394484,14,True,0.3800513149454779,0.1,14.725999999999722,0,2018-10-11 22:43:33.599999999,1.70833333333333
13163_2018-10-11 08:00:00,13163,2018280N18273,2018-10-11 08:00:00,2018-10-12 17:00:00,33.0,2018,10,15314,7803.0,648.291666666667,33,7.23571974009622,110807.812099833,0.6433652195241599,13,True,0.6221998489806192,0.1,16.175092936802777,0,2018-10-12 00:10:30.334572490,1.375
13033_2018-10-11 09:00:00,13033,2018280N18273,2018-10-11 09:00:00,2018-10-12 16:00:00,31.0,2018,10,24388,6169.0,648.333333333333,31,6.95745671781808,169678.454434147,0.6128929818990155,15,True,0.5568163397633328,0.1,15.079245283018611,0,2018-10-12 00:04:45.283018867,1.29166666666667
45009_2018-10-11 11:00:00,45009,2018280N18273,2018-10-11 11:00:00,2018-10-12 11:00:00,24.0,2018,10,12908,7151.0,648.416666666667,24,3.51852887708013,45417.1707453503,0.6800447489861557,8,True,0.38791777373793873,0.1,9.29417475728139,0,2018-10-11 20:17:39.029126213,1.0
37167_2018-10-11 16:00:00,37167,2018280N18273,2018-10-11 16:00:00,2018-10-13 04:00:00,36.0,2018,10,64153,17317.0,648.625,36,3.19732055205867,205117.70537622,0.24299820985159093,5,True,0.20892764335623953,0.1,9.803304773561667,0,2018-10-12 01:48:11.897184822,1.5
37123_2018-10-11 16:00:00,37123,2018280N18273,2018-10-11 16:00:00,2018-10-13 21:00:00,53.0,2018,10,25894,14541.0,648.625,53,10.1949546204058,263988.154940788,0.46844961747204605,27,True,0.43261622964755114,0.1,32.648975409835835,0,2018-10-13 00:38:56.311475409,2.20833333333333
51590_2018-10-11 17:00:00,51590,2018280N18273,2018-10-11 17:00:00,2018-10-18 03:00:00,154.0,2018,10,42229,2873.0,648.666666666667,154,46.4116849980159,1959919.04578121,0.999703857259199,94,True,0.9996971669184582,0.1,106.95159799768945,0,2018-10-16 03:57:05.752791682,6.41666666666667
37007_2018-10-11 18:00:00,37007,2018280N18273,2018-10-11 18:00:00,2018-10-13 04:00:00,34.0,2018,10,22202,10549.0,648.708333333333,34,4.32221063607925,95961.7205422315,0.25623281827661387,15,True,0.24210825670679686,0.1,22.87905405405389,0,2018-10-12 16:52:44.594594594,1.41666666666667
37059_2018-10-11 19:00:00,37059,2018280N18273,2018-10-11 19:00:00,2018-10-13 17:00:00,46.0,2018,10,44090,21372.0,648.75,46,6.68870484746397,294904.996724687,0.4131574022084971,22,True,0.3313681452367584,0.1,24.42795698924722,0,2018-10-12 19:25:40.645161290,1.91666666666667
51089_2018-10-11 20:00:00,51089,2018280N18273,2018-10-11 20:00:00,2018-10-14 18:00:00,70.0,2018,10,49906,27349.0,648.791666666667,70,12.3872400665008,618197.602758789,0.42043668122270744,42,True,0.3809956331877729,0.1,45.91671974522278,0,2018-10-13 17:55:00.191082802,2.91666666666667
51141_2018-10-11 20:00:00,51141,2018280N18273,2018-10-11 20:00:00,2018-10-14 01:00:00,53.0,2018,10,17643,12006.0,648.791666666667,53,15.812946380097,278987.812984052,0.4397256878459886,48,True,0.36932991820209865,0.1,49.135714285714165,0,2018-10-13 21:08:08.571428571,2.20833333333333
37159_2018-10-11 20:00:00,37159,2018280N18273,2018-10-11 20:00:00,2018-10-14 21:00:00,73.0,2018,10,149645,67617.0,648.791666666667,73,12.1438815420014,1817271.1533528,0.3223955637707948,33,True,0.3221589648798521,0.1,50.762243101661944,0,2018-10-13 22:45:44.075165983,3.04166666666667
37057_2018-10-11 20:00:00,37057,2018280N18273,2018-10-11 20:00:00,2018-10-14 22:00:00,74.0,2018,10,172586,60390.0,648.791666666667,74,14.5677797453457,2514194.83513023,0.41544957774465974,46,True,0.4113263785394933,0.1,51.779497907949725,0,2018-10-13 23:46:46.192468619,3.08333333333333
37067_2018-10-11 20:00:00,37067,2018280N18273,2018-10-11 20:00:00,2018-10-13 23:00:00,51.0,2018,10,389157,181247.0,648.791666666667,51,6.50090154781759,2529871.34364405,0.25655045324888137,20,True,0.24675718770517582,0.1,28.866193548386946,0,2018-10-13 00:51:58.296774193,2.125
37169_2018-10-11 20:00:00,37169,2018280N18273,2018-10-11 20:00:00,2018-10-14 00:00:00,52.0,2018,10,45175,24877.0,648.791666666667,52,10.6184433268995,479688.177292683,0.37974836194074846,40,True,0.3578003778590666,0.1,46.296359743040554,0,2018-10-13 18:17:46.895074946,2.16666666666667
37157_2018-10-11 20:00:00,37157,2018280N18273,2018-10-11 20:00:00,2018-10-16 04:00:00,104.0,2018,10,91957,49385.0,648.791666666667,104,35.879099546963,3299334.35704007,0.6676318720259188,94,True,0.5831325301204819,0.1,98.21938911022555,0,2018-10-15 22:13:09.800796812,4.33333333333333
51143_2018-10-11 21:00:00,51143,2018280N18273,2018-10-11 21:00:00,2018-10-17 07:00:00,130.0,2018,10,59952,15782.0,648.833333333333,130,33.3824933131545,2001347.23911024,0.7460374784318446,87,True,0.7062653840772647,0.1,126.28079584775084,0,2018-10-17 03:16:50.865051903,5.41666666666667
51083_2018-10-11 21:00:00,51083,2018280N18273,2018-10-11 21:00:00,2018-10-17 10:00:00,133.0,2018,10,33644,15549.0,648.833333333333,133,36.1448549830778,1216057.50105067,0.6627345844504021,89,True,0.6583935938891838,0.1,95.76861674760138,0,2018-10-15 20:46:07.020291365,5.54166666666667
37151_2018-10-11 21:00:00,37151,2018280N18273,2018-10-11 21:00:00,2018-10-14 20:00:00,71.0,2018,10,146043,63127.0,648.833333333333,71,13.2995295669258,1942303.19654255,0.4661232647834981,46,True,0.450461423150794,0.1,50.94019471488166,0,2018-10-13 23:56:24.700973574,2.95833333333333
37081_2018-10-11 21:00:00,37081,2018280N18273,2018-10-11 21:00:00,2018-10-15 18:00:00,93.0,2018,10,546101,213865.0,648.833333333333,93,24.1582954335849,13192869.2945761,0.4452996048909359,70,True,0.4435882449208613,0.1,72.81951348492834,0,2018-10-14 21:49:10.248545742,3.875
37185_2018-10-11 21:00:00,37185,2018280N18273,2018-10-11 21:00:00,2018-10-14 21:00:00,72.0,2018,10,18713,5887.0,648.833333333333,72,16.2252968607181,303623.980154618,0.5882452862238832,28,True,0.5860370307457109,0.1,53.25806451612889,0,2018-10-14 02:15:29.032258064,3.0
37137_2018-10-11 21:00:00,37137,2018280N18273,2018-10-11 21:00:00,2018-10-12 21:00:00,24.0,2018,10,12381,8584.0,648.833333333333,24,6.32945013979497,78364.9221808015,0.4006290773532153,18,True,0.37558247903075487,0.1,21.39472693032,0,2018-10-12 18:23:41.016949152,1.0
51111_2018-10-11 22:00:00,51111,2018280N18273,2018-10-11 22:00:00,2018-10-17 01:00:00,123.0,2018,10,12031,3803.0,648.875,123,47.8775243470058,576014.495418827,0.8107617896009673,110,True,0.799725442342892,0.1,119.0100591715975,0,2018-10-16 21:00:36.213017751,5.125
