event_id,storm,CountyFIPS,county,event_start,duration_hours,county_pop,pre_outage_tracked_customers,days_since_data_start,n_periods,integral,pop_hours_supply_lost,duration_days,year,month,max_gust,mean_gust_7d,total_precip_7d,pressure_min_7d,weather_hours_available,weather_hours_used,min_dist_to_storm_km,matched_ibtracs_storm,county_gdp_real_2017_dollars,county_gdp_real_2017_per_capita
45089_2018-09-14 07:00:00,2018242N13343,45089,Williamsburg,2018-09-14 07:00:00,56,30058,6509.66666666667,621.25,56,8.42289689821994,253175.434966695,2.33333333333333,2018,9,25.576664582327684,15.568436582912051,173.43737269970066,992.7246189380186,80,80,7.057050692811608,2018242N13343,814498000.0,27097.54474682281
37101_2018-09-14 07:00:00,2018242N13343,37101,Johnston,2018-09-14 07:00:00,82,234778,72361.0,621.25,82,13.6430894668224,3203097.25884164,3.41666666666667,2018,9,29.243621401809616,17.041458860431174,214.1862060065921,1002.8929776278408,106,106,154.14412119821222,2018242N13343,7243551000.0,30852.767295061716
45027_2018-09-14 07:00:00,2018242N13343,45027,Clarendon,2018-09-14 07:00:00,36,30913,8317.0,621.25,36,3.69107613592333,114102.236589798,1.5,2018,9,24.82517448905465,16.66402161260307,93.48301541164412,996.6593749999998,60,60,7.4537810384694705,2018242N13343,622146000.0,20125.707631093715
37191_2018-09-14 08:00:00,2018242N13343,37191,Wayne,2018-09-14 08:00:00,92,117286,42519.0,621.291666666667,92,23.5877505010242,2766512.90526313,3.83333333333333,2018,9,34.11928071096895,16.716572390046558,251.00517732253363,999.1367818099404,116,116,124.58283180721989,2018242N13343,4869720000.0,41520.04501816074
45061_2018-09-14 08:00:00,2018242N13343,45061,Lee,2018-09-14 08:00:00,90,16153,6202.0,621.291666666667,90,6.91162369219769,111643.457500069,3.75,2018,9,25.34765721945616,14.808646744029613,244.9303893713681,998.5809615100472,114,114,62.677439132787455,2018242N13343,349933000.0,21663.65381043769
37153_2018-09-14 08:00:00,2018242N13343,37153,Richmond,2018-09-14 08:00:00,128,42778,16444.0,621.291666666667,128,34.8206417453306,1489557.41258175,5.33333333333333,2018,9,26.94999189758301,13.413122644022891,306.0555008780211,1003.4310990625004,152,152,147.75971295546924,2018242N13343,2020446000.0,47230.95983916966
37017_2018-09-14 09:00:00,2018242N13343,37017,Bladen,2018-09-14 09:00:00,149,29446,20012.0,621.333333333333,149,76.9039819684644,2264514.6530434,6.20833333333333,2018,9,33.180293596707855,13.464758729304647,438.0078657356264,990.0353167925824,173,168,69.81425327974821,2018242N13343,1470550000.0,49940.56917747742
37047_2018-09-14 09:00:00,2018242N13343,37047,Columbus,2018-09-14 09:00:00,181,49885,29742.0,621.333333333333,181,78.5022726137205,3916085.86933545,7.54166666666667,2018,9,30.92608972965093,12.780402425327214,310.11167105359397,985.856297575102,205,168,34.57275037610171,2018242N13343,1436945000.0,28805.15184925328
37019_2018-09-14 09:00:00,2018242N13343,37019,Brunswick,2018-09-14 09:00:00,185,153064,97925.0,621.333333333333,185,64.7276060871203,9907466.29811898,7.70833333333333,2018,9,32.23862681235037,13.413810583915737,333.0303165769797,983.8014853830643,209,168,10.08701177448528,2018242N13343,4905414000.0,32048.12366069095
45067_2018-09-14 10:00:00,2018242N13343,45067,Marion,2018-09-14 10:00:00,88,28450,12785.0,621.375,88,29.2251936314206,831456.758813915,3.66666666666667,2018,9,30.25193251888972,15.917357961899976,277.19075945599377,990.3072241834482,112,112,41.45732167037878,2018242N13343,594438000.0,20894.13005272408
45025_2018-09-14 10:00:00,2018242N13343,45025,Chesterfield,2018-09-14 10:00:00,85,43683,10718.0,621.375,85,28.4638026927674,1243384.29302816,3.54166666666667,2018,9,25.58516828993741,16.102761229554442,265.164501402442,1001.562513819946,109,109,115.39816433185463,2018242N13343,1504377000.0,34438.5001030149
37129_2018-09-14 10:00:00,2018242N13343,37129,New Hanover,2018-09-14 10:00:00,184,234921,127363.0,621.375,184,94.4828632980405,22196008.728839,7.66666666666667,2018,9,33.88922833405899,13.799308354813821,424.4622061642588,979.1644329562316,208,168,6.391183718057408,2018242N13343,13031336000.0,55471.14136241545
37155_2018-09-14 11:00:00,2018242N13343,37155,Robeson,2018-09-14 11:00:00,160,116663,45365.0,621.416666666667,160,73.838650137601,8614238.44100294,6.66666666666667,2018,9,34.57014523171509,13.286771554751386,353.9767825520743,993.5092310313134,184,168,86.73707272004066,2018242N13343,3917860000.0,33582.71259953884
37051_2018-09-14 12:00:00,2018242N13343,37051,Cumberland,2018-09-14 12:00:00,118,336699,52611.0,621.458333333333,118,28.8647465630458,9718731.30303094,4.91666666666667,2018,9,33.9487675863599,15.212125251945547,365.2759861055906,998.7625474612194,142,142,122.77521130290464,2018242N13343,16988845000.0,50457.06996456776
37125_2018-09-14 12:00:00,2018242N13343,37125,Moore,2018-09-14 12:00:00,109,105531,49399.0,621.458333333333,109,31.51993254151,3326330.00103809,4.54166666666667,2018,9,25.056410066459488,14.480105845990158,276.74907193843114,1004.9139812967052,133,133,168.49460431763012,2018242N13343,3614614000.0,34251.67960125461
37085_2018-09-14 12:00:00,2018242N13343,37085,Harnett,2018-09-14 12:00:00,107,138832,40213.0,621.458333333333,107,27.5148054224233,3819935.46640587,4.45833333333333,2018,9,27.83400842196526,14.987311004182354,263.8172338704989,1003.2136495535716,131,131,157.8252129746121,2018242N13343,2580607000.0,18587.98403826207
37007_2018-09-14 13:00:00,2018242N13343,37007,Anson,2018-09-14 13:00:00,87,22202,10537.0,621.5,87,21.9067292268028,486373.202293476,3.625,2018,9,27.13187945597881,15.711624211114042,271.666793068787,1004.2253362894146,111,111,152.64922257053868,2018242N13343,883814000.0,39807.85514818485
45051_2018-09-14 13:00:00,2018242N13343,45051,Horry,2018-09-14 13:00:00,53,383101,159734.0,621.5,53,12.2892074488787,4708007.66287289,2.20833333333333,2018,9,30.511465072631847,18.665116967407567,254.23102581227673,985.7111513157896,77,77,14.202485600886606,2018242N13343,13394423000.0,34963.16376099253
37105_2018-09-14 13:00:00,2018242N13343,37105,Lee,2018-09-14 13:00:00,65,65476,25934.0,621.5,65,11.9267092270897,780913.213352923,2.70833333333333,2018,9,24.67114115805521,17.811432694133444,228.85469475720268,1005.2036005930656,89,89,176.3263060662774,2018242N13343,2816413000.0,43014.432769258965
37165_2018-09-14 14:00:00,2018242N13343,37165,Scotland,2018-09-14 14:00:00,147,34162,9467.0,621.541666666667,147,61.0573194051841,2085840.1455199,6.125,2018,9,28.484156913067924,12.606098426034654,328.609642586727,999.8636650508284,171,168,121.60758633056444,2018242N13343,1144141000.0,33491.62812481705
37037_2018-09-14 14:00:00,2018242N13343,37037,Chatham,2018-09-14 14:00:00,59,79864,36159.0,621.541666666667,59,5.1972999692485,415077.164744062,2.45833333333333,2018,9,23.692598199524337,17.373433552496245,180.4572819532114,1007.198777999161,83,83,202.68057293848352,2018242N13343,1730652000.0,21669.988981268158
45069_2018-09-14 15:00:00,2018242N13343,45069,Marlboro,2018-09-14 15:00:00,103,26039,4448.0,621.583333333333,103,39.0369360572148,1016482.77799382,4.29166666666667,2018,9,28.722570336546887,14.875321665464682,302.4752804057955,998.4497129252958,127,127,105.39622550722659,2018242N13343,785755000.0,30176.082030799953
37183_2018-09-14 17:00:00,2018242N13343,37183,Wake,2018-09-14 17:00:00,25,1175021,467392.0,621.666666666667,25,1.79867720520953,2113483.4883425,1.04166666666667,2018,9,24.71587255524426,18.744897987277344,82.54051030078645,1006.7877360206486,49,49,,,80559227000.0,68559.81893089571
37123_2018-09-14 19:00:00,2018242N13343,37123,Montgomery,2018-09-14 19:00:00,99,25894,14532.0,621.75,99,22.3982444407426,579980.14154859,4.125,2018,9,26.215729228104696,14.3692688792337,256.00211061537266,1006.54305677599,123,123,186.65375730446738,2018242N13343,942716000.0,36406.73515100023
45041_2018-09-14 19:00:00,2018242N13343,45041,Florence,2018-09-14 19:00:00,48,136721,53697.0,621.75,48,8.02590531684703,1097309.80082464,2.0,2018,9,28.984484536307203,18.208645628089187,247.29972098543703,993.7116670730792,72,72,47.92575082753093,2018242N13343,7011583000.0,51283.877385332176
45031_2018-09-14 22:00:00,2018242N13343,45031,Darlington,2018-09-14 22:00:00,67,62398,21422.0,621.875,67,10.902465682517,680292.053657695,2.79166666666667,2018,9,27.421420533778303,17.0915259955071,286.8791943715917,997.6154736493644,91,91,81.27977216708776,2018242N13343,2639855000.0,42306.72457450559
37093_2018-09-14 23:00:00,2018242N13343,37093,Hoke,2018-09-14 23:00:00,116,53787,22023.0,621.916666666667,116,37.8761615651504,2037245.10210474,4.83333333333333,2018,9,29.63275657634877,13.524619301275681,352.8066827642914,1000.7906825759924,140,140,130.31063260689598,2018242N13343,1068025000.0,19856.5638537193
37167_2018-09-15 00:00:00,2018242N13343,37167,Stanly,2018-09-15 00:00:00,35,64153,17296.0,621.958333333333,35,1.45105619392909,93089.6080091332,1.45833333333333,2018,9,26.02415484344987,19.705206943636842,207.21819082024032,1007.129155215721,59,59,180.9147407022852,2018242N13343,1816501000.0,28315.137250011692
37179_2018-09-15 01:00:00,2018242N13343,37179,Union,2018-09-15 01:00:00,45,249070,66534.0,622.0,45,1.47328213474649,366950.381301307,1.875,2018,9,25.505082616480117,18.464019213417547,210.15722377925982,1005.8109153278232,69,69,,,7829204000.0,31433.74954831975
45055_2018-09-15 02:00:00,2018242N13343,45055,Kershaw,2018-09-15 02:00:00,40,67751,6996.0,622.041666666667,40,4.42087674098195,299518.820078268,1.66666666666667,2018,9,24.020653475940158,17.636193923251817,181.7370381811695,1002.0754237999674,64,64,82.60007289930822,2018242N13343,1806293000.0,26660.757774792994
45057_2018-09-15 14:00:00,2018242N13343,45057,Lancaster,2018-09-15 14:00:00,35,104577,39719.0,622.541666666667,35,2.61996047838184,273987.606947738,1.45833333333333,2018,9,23.80458073866995,16.631480072383333,169.03984250843916,1004.4317147752196,59,59,,,3963631000.0,37901.55579142641
39163_2018-09-16 01:00:00,2018242N13343,39163,Vinton,2018-09-16 01:00:00,40,12565,6208.0,623.0,40,0.617831907814905,7763.05792169428,1.66666666666667,2018,9,11.85441063466188,7.586582638635805,36.80923781162396,1008.8454320157288,64,64,,,307009000.0,24433.664942300038
51077_2018-09-17 02:00:00,2018242N13343,51077,Grayson,2018-09-17 02:00:00,25,15343,10385.0,624.041666666667,25,2.02111414916159,31009.9543905863,1.04166666666667,2018,9,22.53937561978999,12.775122187088947,110.13557289429393,1010.584675257732,49,49,,,273692000.0,17838.23241869256
54017_2018-09-17 14:00:00,2018242N13343,54017,Doddridge,2018-09-17 14:00:00,28,7698,3637.0,624.541666666667,28,0.633764091284025,4878.71597470443,1.16666666666667,2018,9,10.716014666503735,6.220325590158806,56.95817120807517,1008.31295799684,52,52,,,607779000.0,78952.84489477787
36039_2018-09-19 23:00:00,2018242N13343,36039,Greene,2018-09-19 23:00:00,49,48061,32200.5,626.916666666667,49,0.111763244518974,5371.45329482641,2.04166666666667,2018,9,16.891554177976122,8.693235539711198,7.010586562207321,1011.669055249183,73,73,,,2374522000.0,49406.4210066374
28061_2018-09-04 03:00:00,2018246N22283,28061,Jasper,2018-09-04 03:00:00,36,16167,8077.0,611.083333333333,36,0.878011659441652,14194.8144981932,1.5,2018,9,19.408435086526808,9.843918136755626,76.80801277533836,1008.936938909948,60,60,65.72835303755483,2018246N22283,508078000.0,31426.85717820251
28129_2018-09-04 04:00:00,2018246N22283,28129,Smith,2018-09-04 04:00:00,35,14092,4358.0,611.125,35,0.283386874713171,3993.48783845801,1.45833333333333,2018,9,16.365744808396524,9.351449236310991,53.78764158442452,1010.3238070770605,59,59,30.645704367634814,2018246N22283,437311000.0,31032.571671870566
28025_2018-09-07 17:00:00,2018246N22283,28025,Clay,2018-09-07 17:00:00,27,18380,1025.0,614.666666666667,27,0.437073170731707,8033.40487804878,1.125,2018,9,8.607668968305434,4.674579267124846,0.6330721165550102,1009.165048090675,51,51,198.15316126649006,2018246N22283,475383000.0,25864.145810663766
12049_2018-09-09 01:00:00,2018246N22283,12049,Hardee,2018-09-09 01:00:00,26,25645,9256.0,616.0,26,0.147363872082973,3779.14649956785,1.08333333333333,2018,9,6.093432745361329,3.065437450500488,22.139226595312348,1010.940405875,50,50,1246.7814633075698,2018246N22283,964031000.0,37591.38233573796
12063_2018-10-09 00:00:00,2018280N18273,12063,Jackson,2018-10-09 00:00:00,553,48211,3999.0,645.958333333333,553,343.401171354844,16555713.8721884,23.0416666666667,2018,10,22.274640911293822,8.129007238681679,56.87959723722065,986.1032854177564,577,168,36.496464717719036,2018280N18273,1322421000.0,27429.860405301693
45089_2018-10-09 19:00:00,2018280N18273,45089,Williamsburg,2018-10-09 19:00:00,56,30058,8296.0,646.75,56,2.02242044358727,60789.9136933462,2.33333333333333,2018,10,22.453394163693627,10.74124954915393,27.41018362648599,998.0573614983144,80,80,177.06643116498915,2018280N18273,814498000.0,27097.54474682281
45027_2018-10-09 23:00:00,2018280N18273,45027,Clarendon,2018-10-09 23:00:00,45,30913,9688.0,646.916666666667,45,1.21531791907514,37569.1228323699,1.875,2018,10,25.64172314197033,11.864199575967577,38.80934711493604,996.101364291958,69,69,145.43452786842278,2018280N18273,622146000.0,20125.707631093715
13153_2018-10-10 01:00:00,2018280N18273,13153,Houston,2018-10-10 01:00:00,65,169631,27380.0,647.0,65,10.4804236669102,1777804.74704164,2.70833333333333,2018,10,22.95168615180208,11.117335415629155,71.67819861556066,986.7561710757672,89,89,40.4491937971825,2018280N18273,6875490000.0,40532.03718659915
37049_2018-10-10 05:00:00,2018280N18273,37049,Craven,2018-10-10 05:00:00,58,100874,28158.0,647.166666666667,58,1.5869735066411,160084.365508914,2.41666666666667,2018,10,22.263882364206648,9.977117558906212,7.312514884073044,994.5966885300062,82,82,163.26238934133337,2018280N18273,4830560000.0,47887.06703412178
37013_2018-10-10 06:00:00,2018280N18273,37013,Beaufort,2018-10-10 06:00:00,61,44272,13427.0,647.208333333333,61,3.66679079466746,162336.162061518,2.54166666666667,2018,10,22.967637807334345,9.276952046759671,9.346736719513808,992.9225862042686,85,85,136.2947641102308,2018280N18273,2131563000.0,48146.9777737622
12129_2018-10-10 13:00:00,2018280N18273,12129,Wakulla,2018-10-10 13:00:00,156,35178,15752.0,647.5,156,68.5806566441014,2412530.3394262,6.5,2018,10,30.008693422953293,7.543487354286134,71.00103186815977,993.613506875,180,168,101.92384531237987,2018280N18273,711375000.0,20222.1558928876
