event_id,storm,CountyFIPS,county,event_start,duration_hours,county_pop,pre_outage_tracked_customers,days_since_data_start,n_periods,integral,pop_hours_supply_lost,duration_days,year,month,max_gust,mean_gust_7d,total_precip_7d,pressure_min_7d,weather_hours_available,weather_hours_used,min_dist_to_storm_km,matched_ibtracs_storm,county_gdp_real_2017_dollars,county_gdp_real_2017_per_capita
48339_2017-08-27 22:00:00,2017228N14314,48339,Montgomery,2017-08-27 22:00:00,66,678490,60396.0,238.875,66,4.80374695735911,3259294.27309859,2.75,2017,8,16.327800306765056,13.431607526277473,253.6608264922244,1004.9739065450896,90,90,,,26495280000.0,39050.36183289363
22085_2017-08-28 19:00:00,2017228N14314,22085,Sabine,2017-08-28 19:00:00,76,21985,8290.0,239.75,76,5.27999589806098,116080.709818871,3.16666666666667,2017,8,15.836761553922967,10.522152108056753,225.14467113996614,1001.9545973196392,100,100,115.33281683708235,2017228N14314,680607000.0,30957.78940186491
22013_2017-08-29 04:00:00,2017228N14314,22013,Bienville,2017-08-29 04:00:00,55,12641,1371.0,240.125,55,2.29835129884304,29053.4587686748,2.29166666666667,2017,8,15.959284190831768,10.226317147170908,118.93191874678165,1002.0639398805924,79,79,102.85999818787239,2017228N14314,549223000.0,43447.749386915595
48245_2017-08-30 05:00:00,2017228N14314,48245,Jefferson,2017-08-30 05:00:00,114,250830,117068.0,241.166666666667,114,11.7596406039316,2949670.65268417,4.75,2017,8,21.109897215364192,7.094368470758807,183.60845393347554,997.4314398644028,138,138,63.42722430231578,2017228N14314,19546250000.0,77926.28473468086
48071_2017-08-30 05:00:00,2017228N14314,48071,Chambers,2017-08-30 05:00:00,92,51288,12430.125,241.166666666667,92,9.12678646490122,468094.624211854,3.83333333333333,2017,8,21.663463869290887,7.569809119635674,143.31855044104472,1001.337966860641,116,116,109.31699200078646,2017228N14314,2712292000.0,52883.559507097176
48361_2017-08-30 10:00:00,2017228N14314,48361,Orange,2017-08-30 10:00:00,199,84934,41233.0,241.375,199,79.0355627325453,6712806.485126,8.29166666666667,2017,8,17.159171994034327,5.668355200333805,180.06250455744507,994.7800989179584,223,168,46.56771368157036,2017228N14314,3570084000.0,42033.62610968517
48419_2017-08-30 20:00:00,2017228N14314,48419,Shelby,2017-08-30 20:00:00,33,24008,3995.0,241.791666666667,33,1.07909887359199,25907.0057571965,1.375,2017,8,14.318107627050884,9.165878236840204,64.8714513852557,1004.750668487363,57,57,154.5101699116206,2017228N14314,1130100000.0,47071.80939686771
22081_2017-08-30 23:00:00,2017228N14314,22081,Red River,2017-08-30 23:00:00,24,7420,3236.0,241.916666666667,24,5.85012360939431,43407.9171817058,1.0,2017,8,16.451302454678178,10.431119280155519,93.86201878787134,1001.9641763026932,48,48,104.00248651451984,2017228N14314,599235000.0,80759.43396226416
28083_2017-08-31 10:00:00,2017228N14314,28083,Leflore,2017-08-31 10:00:00,36,26570,1374.0,242.375,36,1.5334788937409,40744.5342066958,1.5,2017,8,13.984911404298934,8.658740760911401,48.20459936693143,1001.7437686847916,60,60,,,1180232000.0,44419.72149040271
28053_2017-09-01 00:00:00,2017228N14314,28053,Humphreys,2017-09-01 00:00:00,24,7333,2644.0,242.958333333333,24,2.49697428139183,18310.3124054463,1.0,2017,8,14.985363532609467,7.4683779284291205,36.83440003757086,1003.0026462654148,48,48,46.00015900375044,2017228N14314,179619000.0,24494.613391517796
