event_id,storm,CountyFIPS,county,event_start,duration_hours,county_pop,pre_outage_tracked_customers,days_since_data_start,n_periods,integral,pop_hours_supply_lost,duration_days,year,month,max_gust,mean_gust_7d,total_precip_7d,pressure_min_7d,weather_hours_available,weather_hours_used
45055_2018-09-15 02:00:00,2018242N13343,45055,Kershaw,2018-09-15 02:00:00,40,67751,6996.0,622.041666666667,40,4.42087674098195,299518.820078268,1.66666666666667,2018,9,24.020653475940158,17.636193923251817,181.7370381811695,1002.0754237999674,64,64
45057_2018-09-15 14:00:00,2018242N13343,45057,Lancaster,2018-09-15 14:00:00,35,104577,39719.0,622.541666666667,35,2.61996047838184,273987.606947738,1.45833333333333,2018,9,23.80458073866995,16.631480072383333,169.03984250843916,1004.4317147752196,59,59
39163_2018-09-16 01:00:00,2018242N13343,39163,Vinton,2018-09-16 01:00:00,40,12565,6208.0,623.0,40,0.617831907814905,7763.05792169428,1.66666666666667,2018,9,11.85441063466188,7.586582638635805,36.80923781162396,1008.8454320157288,64,64
51077_2018-09-17 02:00:00,2018242N13343,51077,Grayson,2018-09-17 02:00:00,25,15343,10385.0,624.041666666667,25,2.02111414916159,31009.9543905863,1.04166666666667,2018,9,22.53937561978999,12.775122187088947,110.13557289429393,1010.584675257732,49,49
54017_2018-09-17 14:00:00,2018242N13343,54017,Doddridge,2018-09-17 14:00:00,28,7698,3637.0,624.541666666667,28,0.633764091284025,4878.71597470443,1.16666666666667,2018,9,10.716014666503735,6.220325590158806,56.95817120807517,1008.31295799684,52,52
36039_2018-09-19 23:00:00,2018242N13343,36039,Greene,2018-09-19 23:00:00,49,48061,32200.5,626.916666666667,49,0.111763244518974,5371.45329482641,2.04166666666667,2018,9,16.891554177976122,8.693235539711198,7.010586562207321,1011.669055249183,73,73
28061_2018-09-04 03:00:00,2018246N22283,28061,Jasper,2018-09-04 03:00:00,36,16167,8077.0,611.083333333333,36,0.878011659441652,14194.8144981932,1.5,2018,9,19.408435086526808,9.843918136755626,76.80801277533836,1008.936938909948,60,60
28129_2018-09-04 04:00:00,2018246N22283,28129,Smith,2018-09-04 04:00:00,35,14092,4358.0,611.125,35,0.283386874713171,3993.48783845801,1.45833333333333,2018,9,16.365744808396524,9.351449236310991,53.78764158442452,1010.3238070770605,59,59
28025_2018-09-07 17:00:00,2018246N22283,28025,Clay,2018-09-07 17:00:00,27,18380,1025.0,614.666666666667,27,0.437073170731707,8033.40487804878,1.125,2018,9,8.607668968305434,4.674579267124846,0.6330721165550102,1009.165048090675,51,51
12049_2018-09-09 01:00:00,2018246N22283,12049,Hardee,2018-09-09 01:00:00,26,25645,9256.0,616.0,26,0.147363872082973,3779.14649956785,1.08333333333333,2018,9,6.093432745361329,3.065437450500488,22.139226595312348,1010.940405875,50,50
12063_2018-10-09 00:00:00,2018280N18273,12063,Jackson,2018-10-09 00:00:00,553,48211,3999.0,645.958333333333,553,343.401171354844,16555713.8721884,23.0416666666667,2018,10,22.274640911293822,8.129007238681679,56.87959723722065,986.1032854177564,577,168
45089_2018-10-09 19:00:00,2018280N18273,45089,Williamsburg,2018-10-09 19:00:00,56,30058,8296.0,646.75,56,2.02242044358727,60789.9136933462,2.33333333333333,2018,10,22.453394163693627,10.74124954915393,27.41018362648599,998.0573614983144,80,80
45027_2018-10-09 23:00:00,2018280N18273,45027,Clarendon,2018-10-09 23:00:00,45,30913,9688.0,646.916666666667,45,1.21531791907514,37569.1228323699,1.875,2018,10,25.64172314197033,11.864199575967577,38.80934711493604,996.101364291958,69,69
13153_2018-10-10 01:00:00,2018280N18273,13153,Houston,2018-10-10 01:00:00,65,169631,27380.0,647.0,65,10.4804236669102,1777804.74704164,2.70833333333333,2018,10,22.95168615180208,11.117335415629155,71.67819861556066,986.7561710757672,89,89
37049_2018-10-10 05:00:00,2018280N18273,37049,Craven,2018-10-10 05:00:00,58,100874,28158.0,647.166666666667,58,1.5869735066411,160084.365508914,2.41666666666667,2018,10,22.263882364206648,9.977117558906212,7.312514884073044,994.5966885300062,82,82
37013_2018-10-10 06:00:00,2018280N18273,37013,Beaufort,2018-10-10 06:00:00,61,44272,13427.0,647.208333333333,61,3.66679079466746,162336.162061518,2.54166666666667,2018,10,22.967637807334345,9.276952046759671,9.346736719513808,992.9225862042686,85,85
12129_2018-10-10 13:00:00,2018280N18273,12129,Wakulla,2018-10-10 13:00:00,156,35178,15752.0,647.5,156,68.5806566441014,2412530.3394262,6.5,2018,10,30.008693422953293,7.543487354286134,71.00103186815977,993.613506875,180,168
12077_2018-10-10 13:00:00,2018280N18273,12077,Liberty,2018-10-10 13:00:00,388,7603,3310.0,647.5,388,206.088592348317,1566891.56762425,16.1666666666667,2018,10,29.221366813087915,7.125129236257156,72.76766639872426,988.212079186183,412,168
13095_2018-10-10 14:00:00,2018280N18273,13095,Dougherty,2018-10-10 14:00:00,268,82966,4842.0,647.541666666667,268,107.414232391497,8911729.20459292,11.1666666666667,2018,10,29.787201089942904,7.192398429349753,82.64104175160138,985.4629020802786,292,168
12045_2018-10-10 15:00:00,2018280N18273,12045,Gulf,2018-10-10 15:00:00,514,15314,13645.0,647.583333333333,514,208.094036632377,3186752.07698822,21.4166666666667,2018,10,30.97727404729901,8.19732583506004,93.41737167056245,986.8047144846796,538,168
12059_2018-10-10 16:00:00,2018280N18273,12059,Holmes,2018-10-10 16:00:00,221,19651,5106.0,647.625,221,105.123950960912,2065790.76033288,9.20833333333333,2018,10,22.92962301195282,6.307741255437152,57.784989087352734,990.665231636598,245,168
12037_2018-10-10 16:00:00,2018280N18273,12037,Franklin,2018-10-10 16:00:00,151,12498,10332.0,647.625,151,109.19524696696,1364722.19659307,6.29166666666667,2018,10,32.092459918261774,8.287282677395476,98.85104808134136,992.7133151901902,175,168
12039_2018-10-10 16:00:00,2018280N18273,12039,Gadsden,2018-10-10 16:00:00,345,43403,15094.0,647.625,345,192.617146222732,8360161.99750523,14.375,2018,10,27.61054343019084,6.891530957811837,68.95904313239218,987.9014940109108,369,168
12131_2018-10-10 17:00:00,2018280N18273,12131,Walton,2018-10-10 17:00:00,56,83304,25365.0,647.666666666667,56,21.5488762338243,1795107.5857825,2.33333333333333,2018,10,22.91248107051621,9.594885515624394,67.7371313141366,992.2612630935754,80,80
12005_2018-10-10 17:00:00,2018280N18273,12005,Bay,2018-10-10 17:00:00,504,185134,115953.0,647.666666666667,504,189.113881077374,35011409.2593786,21.0,2018,10,27.984699722350115,7.456459336661648,67.58988947345412,985.9625283741386,528,168
13087_2018-10-10 17:00:00,2018280N18273,13087,Decatur,2018-10-10 17:00:00,249,28982,13350.0,647.666666666667,249,126.343380030166,3661683.84003428,10.375,2018,10,28.79388489610567,6.8770955986238205,72.23954866896933,984.6164664124016,273,168
12013_2018-10-10 18:00:00,2018280N18273,12013,Calhoun,2018-10-10 18:00:00,511,13464,8461.0,647.708333333333,511,380.447239474646,5122341.63228664,21.2916666666667,2018,10,28.26059994849216,6.611275201391015,62.12432835705237,985.6756187886484,535,168
12073_2018-10-10 18:00:00,2018280N18273,12073,Leon,2018-10-10 18:00:00,146,297369,137723.0,647.708333333333,146,62.9065948548324,18706471.2053867,6.08333333333333,2018,10,28.78086651039685,6.87614252830526,52.50939945099671,991.5406596838126,170,168
12133_2018-10-10 18:00:00,2018280N18273,12133,Washington,2018-10-10 18:00:00,413,25414,9886.0,647.708333333333,413,150.650666290381,3828636.03310375,17.2083333333333,2018,10,24.16638381107558,6.379249108581416,51.598771674609665,987.7447127423262,437,168
13131_2018-10-10 19:00:00,2018280N18273,13131,Grady,2018-10-10 19:00:00,247,26008,9073.0,647.75,247,129.357738947609,3364336.07454941,10.2916666666667,2018,10,30.102382582311204,7.101702166999093,60.62635129150123,987.9350299451283,271,168
13275_2018-10-10 19:00:00,2018280N18273,13275,Thomas,2018-10-10 19:00:00,144,45561,8914.0,647.75,144,51.8602025288176,2362802.68741546,6.0,2018,10,29.478503156591348,7.152482000829051,44.58040781405375,991.294648148148,168,168
12065_2018-10-10 19:00:00,2018280N18273,12065,Jefferson,2018-10-10 19:00:00,53,15042,8167.0,647.75,53,23.8644545120607,358969.124770417,2.20833333333333,2018,10,26.891825943850403,10.207109474215848,39.167733178332,994.7990300210674,77,77
13259_2018-10-10 19:00:00,2018280N18273,13259,Stewart,2018-10-10 19:00:00,106,4648,1816.0,647.75,106,51.3909220855797,238865.005853775,4.41666666666667,2018,10,22.49237419179168,7.545448577987565,90.9841704211237,988.3361197339248,130,130
01069_2018-10-10 20:00:00,2018280N18273,01069,Houston,2018-10-10 20:00:00,151,108079,28005.0,647.791666666667,151,53.9730501971308,5833353.2922557,6.29166666666667,2018,10,23.03112852452165,6.395429772316592,57.096510807494234,985.6874469014832,175,168
12079_2018-10-10 20:00:00,2018280N18273,12079,Madison,2018-10-10 20:00:00,26,18198,9285.0,647.791666666667,26,2.83004846526656,51501.2219709208,1.08333333333333,2018,10,24.640469462184583,12.382357874186026,21.372192828011,997.9494468352756,50,50
13253_2018-10-10 20:00:00,2018280N18273,13253,Seminole,2018-10-10 20:00:00,196,9127,1729.0,647.791666666667,196,142.795835743204,1303297.59282822,8.16666666666667,2018,10,25.64082348932985,6.4588058724894735,68.04234380490283,983.1117257940572,220,168
13037_2018-10-10 21:00:00,2018280N18273,13037,Calhoun,2018-10-10 21:00:00,195,5469,2436.0,647.833333333333,195,111.722014833577,611007.699124832,8.125,2018,10,26.117301900191663,6.5831527806726315,98.77809690265153,983.1277991548044,219,168
13201_2018-10-10 21:00:00,2018280N18273,13201,Miller,2018-10-10 21:00:00,193,5807,1181.0,647.833333333333,193,124.098465667905,720639.790133522,8.04166666666667,2018,10,25.62284266430398,6.520851367810745,82.12071944001143,983.1053866621376,217,168
13243_2018-10-10 21:00:00,2018280N18273,13243,Randolph,2018-10-10 21:00:00,143,6116,3421.0,647.833333333333,143,88.8843710471687,543616.813324484,5.95833333333333,2018,10,23.960138423181636,6.658487019293215,104.61743004372589,984.5767708333332,167,167
01061_2018-10-10 21:00:00,2018280N18273,01061,Geneva,2018-10-10 21:00:00,78,26783,15326.0,647.833333333333,78,23.9522455827024,641512.993441519,3.25,2018,10,22.279770131447947,7.591313240991943,63.15503644559629,991.3307667286244,102,102
13071_2018-10-10 21:00:00,2018280N18273,13071,Colquitt,2018-10-10 21:00:00,77,45762,2440.0,647.833333333333,77,47.1029680063458,2155526.0219064,3.20833333333333,2018,10,28.27881879022676,9.253697276131584,46.312176719728896,990.80505270762,101,101
13239_2018-10-10 21:00:00,2018280N18273,13239,Quitman,2018-10-10 21:00:00,123,2249,1180.0,647.833333333333,123,49.4955174658241,111315.418780638,5.125,2018,10,21.05312968211569,6.884852411346258,86.33801150343317,987.2288893312102,147,147
01067_2018-10-10 21:00:00,2018280N18273,01067,Henry,2018-10-10 21:00:00,79,17655,7563.0,647.833333333333,79,33.547458541466,592280.380549583,3.29166666666667,2018,10,22.07333413759867,7.961260494789132,68.11807141396761,987.4758969455296,103,103
01045_2018-10-10 22:00:00,2018280N18273,01045,Dale,2018-10-10 22:00:00,44,49544,18575.0,647.875,44,7.53244547026282,373187.478378701,1.83333333333333,2018,10,22.404614435301884,9.90333074652681,58.22884741549691,990.3027983940972,68,68
13141_2018-10-10 22:00:00,2018280N18273,13141,Hancock,2018-10-10 22:00:00,46,8387,5497.0,647.875,46,9.85753613958554,82675.1556027039,1.91666666666667,2018,10,20.675220847129825,10.258879519218489,44.24866392315986,988.9400052083332,70,70
13205_2018-10-10 22:00:00,2018280N18273,13205,Mitchell,2018-10-10 22:00:00,309,21116,2905.0,647.875,309,154.841529879081,3269633.74492667,12.875,2018,10,29.431692420459186,7.006849580042349,73.4295099992763,986.6233998783298,333,168
13079_2018-10-10 22:00:00,2018280N18273,13079,Crawford,2018-10-10 22:00:00,28,12140,5069.0,647.875,28,5.4963503649635,66725.6934306569,1.16666666666667,2018,10,22.00438116214893,12.381393148065861,74.31343258904684,989.568103298611,52,52
13177_2018-10-10 22:00:00,2018280N18273,13177,Lee,2018-10-10 22:00:00,141,33642,9059.0,647.875,141,69.7389402968171,2346157.42946552,5.875,2018,10,27.887769410776546,6.927194419152472,85.06974518477784,985.2889273710028,165,165
13061_2018-10-10 22:00:00,2018280N18273,13061,Clay,2018-10-10 22:00:00,144,2845,2189.0,647.875,144,94.4003370248225,268568.95883562,6.0,2018,10,22.10261717787734,6.462583033018794,90.5540160969034,985.0835902308556,168,168
13321_2018-10-10 23:00:00,2018280N18273,13321,Worth,2018-10-10 23:00:00,217,20424,1416.0,647.916666666667,217,115.905684858295,2367257.70754581,9.04166666666667,2018,10,28.40245377638315,7.163017512942412,68.0161458152172,987.9960690426236,241,168
13273_2018-10-10 23:00:00,2018280N18273,13273,Terrell,2018-10-10 23:00:00,146,8754,4839.0,647.916666666667,146,95.4386834015122,835470.234496837,6.08333333333333,2018,10,28.47338528618624,6.598386795963525,100.5628869633861,983.944223261778,170,168
13007_2018-10-10 23:00:00,2018280N18273,13007,Baker,2018-10-10 23:00:00,367,2788,371.0,647.916666666667,367,236.555199987713,659515.897565745,15.2916666666667,2018,10,28.77902747547559,6.629565382664454,86.71516025475735,984.3181759798728,391,168
13261_2018-10-10 23:00:00,2018280N18273,13261,Sumter,2018-10-10 23:00:00,96,28877,14768.0,647.916666666667,96,41.1144424358009,1187261.75421862,4.0,2018,10,26.202407711029053,7.9668057653745015,90.82972383312881,986.073220625,120,120
01005_2018-10-10 23:00:00,2018280N18273,01005,Barbour,2018-10-10 23:00:00,42,24706,10892.0,647.916666666667,42,10.6726353860847,263678.129848607,1.75,2018,10,20.606757757636935,9.953236017058323,69.17783021822237,992.0148828125,66,66
13249_2018-10-10 23:00:00,2018280N18273,13249,Schley,2018-10-10 23:00:00,63,4496,1444.0,647.916666666667,63,20.0340059356446,90072.8906866579,2.625,2018,10,26.226974377686947,9.299267505966293,95.61930942060106,987.6600139188216,87,87
13075_2018-10-11 00:00:00,2018280N18273,13075,Cook,2018-10-11 00:00:00,39,17404,1578.0,647.958333333333,39,7.83079847908746,136287.216730038,1.625,2018,10,25.72332664084645,12.009655822644596,28.2090353013008,994.3450235066372,63,63
13307_2018-10-11 00:00:00,2018280N18273,13307,Webster,2018-10-11 00:00:00,122,2328,1333.0,647.958333333333,122,63.1538408019407,147022.141386918,5.08333333333333,2018,10,25.62367631762808,7.066190151981342,107.31234683436318,985.7783852966588,146,146
13027_2018-10-11 00:00:00,2018280N18273,13027,Brooks,2018-10-11 00:00:00,28,16253,902.0,647.958333333333,28,13.3381374722838,216784.748337029,1.16666666666667,2018,10,27.0333661311487,12.769014229691216,27.87589471394878,994.3063434624232,52,52
13287_2018-10-11 00:00:00,2018280N18273,13287,Turner,2018-10-11 00:00:00,151,8842,5135.0,647.958333333333,151,51.9504658288324,459346.018858536,6.29166666666667,2018,10,27.115748630987632,7.206438412805935,65.38600961495241,988.4437782411316,175,168
13003_2018-10-11 00:00:00,2018280N18273,13003,Atkinson,2018-10-11 00:00:00,40,8183,4549.0,647.958333333333,40,6.82215871620136,55825.7247746757,1.66666666666667,2018,10,23.57714719772339,11.668859830367214,22.63245414942503,997.1296335018384,64,64
13193_2018-10-11 01:00:00,2018280N18273,13193,Macon,2018-10-11 01:00:00,49,11765,6145.0,648.0,49,28.4966639544345,335263.251423922,2.04166666666667,2018,10,25.796105892988887,10.25615331790719,82.96403294619526,987.3311340480534,73,73
13019_2018-10-11 01:00:00,2018280N18273,13019,Berrien,2018-10-11 01:00:00,47,18214,4422.0,648.0,47,19.8997068891876,362453.261279663,1.95833333333333,2018,10,26.97775459717208,11.057973043093261,29.340948985739207,995.0827042460762,71,71
13315_2018-10-11 01:00:00,2018280N18273,13315,Wilcox,2018-10-11 01:00:00,115,8761,4912.0,648.0,115,62.6893943013266,549221.783473923,4.79166666666667,2018,10,25.210254163158183,7.574640468535244,67.39798869120376,987.8816111288266,139,139
13069_2018-10-11 01:00:00,2018280N18273,13069,Coffee,2018-10-11 01:00:00,44,43172,13869.0,648.0,44,12.5984714770518,543901.210607282,1.83333333333333,2018,10,25.298078568461705,11.228048584711619,38.07540285391825,994.8773471018976,68,68
13017_2018-10-11 01:00:00,2018280N18273,13017,Ben Hill,2018-10-11 01:00:00,97,17069,3299.0,648.0,97,51.9421229136294,886600.096012741,4.04166666666667,2018,10,25.772144998257588,8.328192472400655,59.747971748910004,990.8365035010372,121,121
