epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
16,1219,,0.028189845383167267,,,,,
16,1223,,,0.20168952643871307,1132493.0,0.2581590414047241,0.9089347720146179,0.17293845117092133
16,1223,0.0261172354221344,,,,,,
17,1229,,0.02479488030076027,,,,,
17,1239,,0.02628995105624199,,,,,
17,1249,,0.02457420341670513,,,,,
17,1259,,0.027702532708644867,,,,,
17,1269,,0.027560895308852196,,,,,
17,1279,,0.02832997590303421,,,,,
17,1289,,0.025591544806957245,,,,,
17,1295,,,0.20479875802993774,1176405.125,0.25956466794013977,0.9165232181549072,0.17601948976516724
17,1295,0.025841794908046722,,,,,,
18,1299,,0.026147108525037766,,,,,
18,1309,,0.0258887130767107,,,,,
18,1319,,0.023867353796958923,,,,,
18,1329,,0.02686215750873089,,,,,
18,1339,,0.03089103102684021,,,,,
18,1349,,0.020908160135149956,,,,,
18,1359,,0.02583276480436325,,,,,
18,1367,,,0.20231486856937408,1148555.375,0.2578796446323395,0.9116549491882324,0.17372526228427887
18,1367,0.025812849402427673,,,,,,
19,1369,,0.023582065477967262,,,,,
19,1379,,0.0264747217297554,,,,,
19,1389,,0.025335773825645447,,,,,
19,1399,,0.022824127227067947,,,,,
19,1409,,0.024560831487178802,,,,,
19,1419,,0.019729025661945343,,,,,
19,1429,,0.026563705876469612,,,,,
19,1439,,0.02558221109211445,,,,,
19,1439,,,0.19985826313495636,1136287.875,0.2551003098487854,0.9082042574882507,0.1721336394548416
19,1439,0.025513092055916786,,,,,,
