"event_start","CountyFIPS","county_pop","pre_outage_tracked_customers","days_since_data_start","duration_hours","n_periods","integral","pop_hours_supply_lost","storm","duration_days","year","month"
2017-08-26 17:00:00,"48089",20754,5500,237.666666666667,81,81,8.17485316441942,169660.902574361,"2017228N14314",3.375,"2017","08"
2017-08-27 01:00:00,"48015",31097,8714,238,67,67,0.336153008673439,10453.3501107179,"2017228N14314",2.79166666666667,"2017","08"
2017-08-27 18:00:00,"22069",36663,11875,238.708333333333,98,98,3.56310068599263,130633.960450548,"2017228N14314",4.08333333333333,"2017","08"
2017-08-27 19:00:00,"22043",22000,1317,238.75,76,76,0.988881550941879,21755.3941207213,"2017228N14314",3.16666666666667,"2017","08"
2017-08-27 20:00:00,"48311",576,62,238.791666666667,28,28,2.5,1440,"2017228N14314",1.16666666666667,"2017","08"
2017-08-27 22:00:00,"48339",678490,60396,238.875,66,66,4.80374695735911,3259294.27309859,"2017228N14314",2.75,"2017","08"
2017-08-28 19:00:00,"22085",21985,8290,239.75,76,76,5.27999589806098,116080.709818871,"2017228N14314",3.16666666666667,"2017","08"
2017-08-29 04:00:00,"22013",12641,1371,240.125,55,55,2.29835129884304,29053.4587686748,"2017228N14314",2.29166666666667,"2017","08"
2017-08-30 05:00:00,"48245",250830,117068,241.166666666667,114,114,11.7596406039316,2949670.65268417,"2017228N14314",4.75,"2017","08"
2017-08-30 05:00:00,"48071",51288,12430.125,241.166666666667,92,92,9.12678646490122,468094.624211854,"2017228N14314",3.83333333333333,"2017","08"
2017-08-30 10:00:00,"48361",84934,41233,241.375,199,199,79.0355627325453,6712806.485126,"2017228N14314",8.29166666666667,"2017","08"
2017-08-30 20:00:00,"48419",24008,3995,241.791666666667,33,33,1.07909887359199,25907.0057571965,"2017228N14314",1.375,"2017","08"
2017-08-30 23:00:00,"22081",7420,3236,241.916666666667,24,24,5.85012360939431,43407.9171817058,"2017228N14314",1,"2017","08"
2017-08-31 10:00:00,"28083",26570,1374,242.375,36,36,1.5334788937409,40744.5342066958,"2017228N14314",1.5,"2017","08"
2017-09-01 00:00:00,"28053",7333,2644,242.958333333333,24,24,2.49697428139183,18310.3124054463,"2017228N14314",1,"2017","08"
2017-09-01 06:00:00,"47161",14035,7491,243.208333333333,48,48,3.24669603524229,45567.3788546256,"2017228N14314",2,"2017","09"
2017-09-02 00:00:00,"48167",357117,66395.2153846154,243.958333333333,25,25,1.78848038774339,638696.750629758,"2017228N14314",1.04166666666667,"2017","09"
2017-08-26 21:00:00,"13299",35614,14060,237.833333333333,42,42,0.11835583358159,4215.12465717475,"2017240N31279",1.75,"2017","08"
2017-09-09 19:00:00,"12037",12498,9491,251.75,122,122,13.3911488345658,167362.578134403,"2017242N16333",5.08333333333333,"2017","09"
2017-09-09 20:00:00,"01087",18516,1812,251.791666666667,70,70,1.96661826325916,36413.9037625065,"2017242N16333",2.91666666666667,"2017","09"
2017-09-09 20:00:00,"12059",19651,4003,251.791666666667,43,43,1.54301855753869,30321.8576741929,"2017242N16333",1.79166666666667,"2017","09"
2017-09-09 20:00:00,"12067",7786,786,251.791666666667,191,191,89.8808888826583,699812.600840377,"2017242N16333",7.95833333333333,"2017","09"
2017-09-09 21:00:00,"12013",13464,976,251.833333333333,54,54,8.9500948356099,120504.076866652,"2017242N16333",2.25,"2017","09"
2017-09-09 22:00:00,"12075",45260,5563,251.875,190,190,64.4138282251013,2915369.86546809,"2017242N16333",7.91666666666667,"2017","09"
2017-09-09 22:00:00,"13193",11765,3712,251.875,118,118,32.7853128644046,385719.20584972,"2017242N16333",4.91666666666667,"2017","09"
2017-09-09 23:00:00,"13183",18348,2442,251.916666666667,101,101,26.4625248625249,485534.406177606,"2017242N16333",4.20833333333333,"2017","09"
2017-09-10 00:00:00,"01037",10166,4664,251.958333333333,37,37,0.224485420240137,2282.11878216124,"2017242N16333",1.54166666666667,"2017","09"
2017-09-10 02:00:00,"12079",18198,3749,252.041666666667,124,124,53.5771571473622,974997.105767696,"2017242N16333",5.16666666666667,"2017","09"
2017-09-10 06:00:00,"12011",1947026,939274,252.208333333333,178,178,50.9309517657027,99163887.2925691,"2017242N16333",7.41666666666667,"2017","09"
2017-09-10 06:00:00,"12086",2673837,1124137,252.208333333333,210,210,62.6986500102262,167645970.247393,"2017242N16333",8.75,"2017","09"
2017-09-10 11:00:00,"12125",15460,5345,252.416666666667,133,133,54.993459561233,850198.884816662,"2017242N16333",5.54166666666667,"2017","09"
2017-09-10 12:00:00,"13305",30896,6807,252.458333333333,85,85,28.5438055348416,881889.415804467,"2017242N16333",3.54166666666667,"2017","09"
2017-09-10 14:00:00,"13273",8754,3418,252.541666666667,83,83,16.4010762905038,143575.02184707,"2017242N16333",3.45833333333333,"2017","09"
2017-09-10 14:00:00,"12111",358704,127029,252.541666666667,131,131,39.8613853891109,14298438.3846156,"2017242N16333",5.45833333333333,"2017","09"
2017-09-10 14:00:00,"12099",1518477,742679,252.541666666667,147,147,48.3090383845822,73356163.6791051,"2017242N16333",6.125,"2017","09"
2017-09-10 14:00:00,"12021",397994,212167,252.541666666667,263,263,118.692897564778,47239061.0733962,"2017242N16333",10.9583333333333,"2017","09"
2017-09-10 16:00:00,"12133",25414,6511,252.625,30,30,1.83348350978775,46596.1499177459,"2017242N16333",1.25,"2017","09"
2017-09-10 16:00:00,"13231",19990,4756,252.625,95,95,21.8057808994904,435897.560180814,"2017242N16333",3.95833333333333,"2017","09"
2017-09-10 16:00:00,"13227",34826,4417.2,252.625,102,102,28.0350371294082,976348.203068769,"2017242N16333",4.25,"2017","09"
2017-09-10 16:00:00,"13253",9127,1750,252.625,32,32,1.04457142857143,9533.80342857143,"2017242N16333",1.33333333333333,"2017","09"
2017-09-10 16:00:00,"12093",40412,20093,252.625,175,175,79.3521562543671,3206779.33855148,"2017242N16333",7.29166666666667,"2017","09"
2017-09-10 16:00:00,"12051",41339,9738,252.625,300,300,135.441962739839,5599035.2977022,"2017242N16333",12.5,"2017","09"
2017-09-10 16:00:00,"13199",20845,1333,252.625,95,95,22.0495713210697,459623.314187697,"2017242N16333",3.95833333333333,"2017","09"
2017-09-10 17:00:00,"13061",2845,1564,252.666666666667,76,76,22.095019901636,62860.3316201544,"2017242N16333",3.16666666666667,"2017","09"
2017-09-10 17:00:00,"13171",19467,2542,252.666666666667,138,138,38.8380165630381,756059.668432663,"2017242N16333",5.75,"2017","09"
2017-09-10 18:00:00,"12129",35178,15461,252.708333333333,107,107,23.0348909932965,810321.395362186,"2017242N16333",4.45833333333333,"2017","09"
2017-09-10 18:00:00,"12107",74731,20133,252.708333333333,207,207,79.228861602759,5920852.05643578,"2017242N16333",8.625,"2017","09"
2017-09-10 19:00:00,"12041",18992,4797,252.75,173,173,64.3622175053202,1222367.23486104,"2017242N16333",7.20833333333333,"2017","09"
2017-09-10 21:00:00,"12049",25645,2812,252.833333333333,175,175,87.4002236755517,2241378.73615952,"2017242N16333",7.29166666666667,"2017","09"
2017-09-10 22:00:00,"12055",105618,54806,252.875,219,219,142.440173938316,15044246.291017,"2017242N16333",9.125,"2017","09"
2017-09-10 22:00:00,"12029",17124,1806,252.875,167,167,73.5574367956428,1259597.54768859,"2017242N16333",6.95833333333333,"2017","09"
2017-09-10 23:00:00,"12105",787404,106169,252.916666666667,192,192,43.4272046678154,34194754.6642565,"2017242N16333",8,"2017","09"
2017-09-11 00:00:00,"12035",126705,58355,252.958333333333,190,190,67.5772757488715,8562378.72376077,"2017242N16333",7.91666666666667,"2017","09"
2017-09-11 00:00:00,"12015",202661,114552,252.958333333333,188,188,47.885063010151,9704434.75470022,"2017242N16333",7.83333333333333,"2017","09"
2017-09-11 00:00:00,"12103",961739,541750,252.958333333333,168,168,68.8142949131587,66181391.1754863,"2017242N16333",7,"2017","09"
2017-09-11 00:00:00,"12071",822453,260826,252.958333333333,240,240,97.1921323929368,79935960.862968,"2017242N16333",10,"2017","09"
2017-09-11 00:00:00,"12085",162006,94195,252.958333333333,116,116,48.1410629919414,7799141.05107246,"2017242N16333",4.83333333333333,"2017","09"
2017-09-11 00:00:00,"12117",478772,211093,252.958333333333,191,191,69.9670086461089,33498244.6635148,"2017242N16333",7.95833333333333,"2017","09"
2017-09-11 01:00:00,"13025",18183,1766,253,92,92,33.0695602116786,601303.813328953,"2017242N16333",3.83333333333333,"2017","09"
2017-09-11 01:00:00,"12121",45411,6348,253,161,161,73.9047928518712,3356090.54819632,"2017242N16333",6.70833333333333,"2017","09"
2017-09-11 01:00:00,"12095",1452726,382514,253,173,173,52.8478404184892,76773431.8197902,"2017242N16333",7.20833333333333,"2017","09"
2017-09-11 01:00:00,"12023",71908,31282,253,168,168,55.834276090648,4014931.12512632,"2017242N16333",7,"2017","09"
2017-09-11 01:00:00,"12097",422545,50236,253,160,160,31.2744575033316,13214865.6457453,"2017242N16333",6.66666666666667,"2017","09"
2017-09-11 01:00:00,"13101",3686,639,253,109,109,67.830985915493,250025.014084507,"2017242N16333",4.54166666666667,"2017","09"
2017-09-11 01:00:00,"13229",20168,4101,253,72,72,26.3660083105748,531749.655607673,"2017242N16333",3,"2017","09"
2017-09-11 01:00:00,"12127",579192,261351,253,187,187,65.9369437972425,38190150.3518125,"2017242N16333",7.79166666666667,"2017","09"
2017-09-11 01:00:00,"12101",608794,250797,253,136,136,41.7020677359474,25387968.6252383,"2017242N16333",5.66666666666667,"2017","09"
2017-09-11 01:00:00,"12083",396415,138863,253,197,197,70.672581490682,28015671.3916287,"2017242N16333",8.20833333333333,"2017","09"
2017-09-11 02:00:00,"12123",21283,1604,253.041666666667,135,135,45.961315901204,978194.686325324,"2017242N16333",5.625,"2017","09"
2017-09-11 03:00:00,"12069",410139,149938,253.083333333333,207,207,60.752518202616,24916977.0631027,"2017242N16333",8.625,"2017","09"
2017-09-11 03:00:00,"12047",13217,3302,253.083333333333,145,145,60.7836148143837,803377.03700171,"2017242N16333",6.04166666666667,"2017","09"
2017-09-11 03:00:00,"12017",162529,87665,253.083333333333,168,168,59.5509419809906,9678755.04922842,"2017242N16333",7,"2017","09"
2017-09-11 03:00:00,"12109",306841,106680,253.083333333333,163,163,48.7164072609951,14948191.120371,"2017242N16333",6.79166666666667,"2017","09"
2017-09-11 03:00:00,"12001",284030,120032,253.083333333333,134,134,29.2629568023201,8311557.62056297,"2017242N16333",5.58333333333333,"2017","09"
2017-09-11 04:00:00,"12019",226589,83949,253.125,133,133,38.1403132085061,8642175.42960219,"2017242N16333",5.54166666666667,"2017","09"
2017-09-11 04:00:00,"13039",57013,15790,253.125,119,119,53.2059394225794,3033430.22429952,"2017242N16333",4.95833333333333,"2017","09"
2017-09-11 04:00:00,"12119",144970,71787,253.125,154,154,25.9524392164142,3762325.11320357,"2017242N16333",6.41666666666667,"2017","09"
2017-09-11 04:00:00,"12053",206896,94931,253.125,161,161,35.6024426210731,7366002.96852954,"2017242N16333",6.70833333333333,"2017","09"
2017-09-11 05:00:00,"12007",27313,9842,253.166666666667,165,165,67.3680106754015,1840022.47557724,"2017242N16333",6.875,"2017","09"
2017-09-11 05:00:00,"12031",1016536,441262,253.166666666667,114,114,29.6208022314269,30110611.8171258,"2017242N16333",4.75,"2017","09"
2017-09-11 06:00:00,"13049",12781,2565,253.208333333333,110,110,53.2384569068619,680440.717726602,"2017242N16333",4.58333333333333,"2017","09"
2017-09-11 06:00:00,"13275",45561,2814,253.208333333333,63,63,20.5906301737732,938129.701347279,"2017242N16333",2.625,"2017","09"
2017-09-11 07:00:00,"12003",27803,9130,253.25,162,162,63.8119362130248,1774163.26253073,"2017242N16333",6.75,"2017","09"
2017-09-11 07:00:00,"12073",297369,24516,253.25,60,60,17.2734090825562,5136576.38547066,"2017242N16333",2.5,"2017","09"
2017-09-11 07:00:00,"13005",11191,2215,253.25,65,65,18.2074324532662,203759.376584502,"2017242N16333",2.70833333333333,"2017","09"
2017-09-11 08:00:00,"13161",14889,2638,253.291666666667,101,101,42.1348036304982,627345.091254488,"2017242N16333",4.20833333333333,"2017","09"
2017-09-11 08:00:00,"13001",18428,3816,253.291666666667,100,100,39.0010910025397,718712.104994802,"2017242N16333",4.16666666666667,"2017","09"
2017-09-11 08:00:00,"12039",43403,14999,253.291666666667,60,60,21.3854902216648,928194.432090917,"2017242N16333",2.5,"2017","09"
2017-09-11 09:00:00,"13027",16253,922,253.333333333333,89,89,55.4066484354277,900524.257021007,"2017242N16333",3.70833333333333,"2017","09"
2017-09-11 09:00:00,"13003",8183,2563,253.333333333333,109,109,49.0591194378219,401450.774359696,"2017242N16333",4.54166666666667,"2017","09"
2017-09-11 09:00:00,"13069",43172,3424,253.333333333333,109,109,56.1052968465539,2422177.87545943,"2017242N16333",4.54166666666667,"2017","09"
2017-09-11 10:00:00,"13293",28086,9585,253.375,68,68,14.3618570150057,403367.116123451,"2017242N16333",2.83333333333333,"2017","09"
2017-09-11 10:00:00,"13243",6116,2937,253.375,43,43,8.14499003709964,49814.7590669014,"2017242N16333",1.79166666666667,"2017","09"
2017-09-11 10:00:00,"13079",12140,1141,253.375,100,100,41.0396485173797,498221.33300099,"2017242N16333",4.16666666666667,"2017","09"
2017-09-11 10:00:00,"13201",5807,1177,253.375,54,54,3.62786745964316,21067.0263381478,"2017242N16333",2.25,"2017","09"
2017-09-11 10:00:00,"12077",7603,3302,253.375,30,30,10.2101756511205,77627.9654754694,"2017242N16333",1.25,"2017","09"
2017-09-11 10:00:00,"13159",15951,1043.5,253.375,112,112,52.8694380304858,843320.406024279,"2017242N16333",4.66666666666667,"2017","09"
2017-09-11 10:00:00,"13255",68919,3464,253.375,82,82,27.5837205013971,1901042.43323579,"2017242N16333",3.41666666666667,"2017","09"
2017-09-11 11:00:00,"13173",10171,1737,253.416666666667,91,91,29.4289004029937,299321.345998849,"2017242N16333",3.79166666666667,"2017","09"
2017-09-11 11:00:00,"13307",2328,469,253.416666666667,58,58,25.0767643314275,58378.7073635632,"2017242N16333",2.41666666666667,"2017","09"
2017-09-11 11:00:00,"13309",7314,840,253.416666666667,101,101,26.6416666666667,194857.15,"2017242N16333",4.20833333333333,"2017","09"
2017-09-11 11:00:00,"13131",26008,9045,253.416666666667,39,39,12.6201496091413,328224.851034548,"2017242N16333",1.625,"2017","09"
2017-09-11 11:00:00,"13065",6662,1715,253.416666666667,87,87,48.5580174927114,323493.512536443,"2017242N16333",3.625,"2017","09"
2017-09-11 11:00:00,"13019",18214,3864,253.416666666667,62,62,23.1322463768116,421330.735507246,"2017242N16333",2.58333333333333,"2017","09"
2017-09-11 11:00:00,"13259",4648,1350,253.416666666667,94,94,11.672291179458,54252.8094021209,"2017242N16333",3.91666666666667,"2017","09"
2017-09-11 11:00:00,"13087",28982,13485,253.416666666667,60,60,8.24739629354091,239026.039379403,"2017242N16333",2.5,"2017","09"
2017-09-11 12:00:00,"13249",4496,608,253.458333333333,82,82,34.760491920782,156283.171675836,"2017242N16333",3.41666666666667,"2017","09"
2017-09-11 12:00:00,"13075",17404,1566,253.458333333333,87,87,36.360153256705,632812.107279693,"2017242N16333",3.625,"2017","09"
2017-09-11 12:00:00,"13169",28472,7129,253.458333333333,125,125,59.3482694928787,1689763.92900124,"2017242N16333",5.20833333333333,"2017","09"
2017-09-11 12:00:00,"13177",33642,7435,253.458333333333,59,59,9.53065028382018,320630.136848279,"2017242N16333",2.45833333333333,"2017","09"
2017-09-11 12:00:00,"13037",5469,2020,253.458333333333,32,32,6.38903291259191,34941.6209989652,"2017242N16333",1.33333333333333,"2017","09"
2017-09-11 13:00:00,"13271",12354,3511,253.5,101,101,40.4107091996582,499233.901452578,"2017242N16333",4.20833333333333,"2017","09"
2017-09-11 13:00:00,"13167",9242,1848,253.5,80,80,25.6700277457932,237242.396426621,"2017242N16333",3.33333333333333,"2017","09"
2017-09-11 13:00:00,"13107",22929,6240,253.5,61,61,25.2327190451133,578561.014985402,"2017242N16333",2.54166666666667,"2017","09"
2017-09-11 13:00:00,"13207",29427,3392,253.5,99,99,43.7438699235042,1287250.86023896,"2017242N16333",4.125,"2017","09"
2017-09-11 13:00:00,"13209",8655,1657,253.5,60,60,22.0947495473748,191230.057332529,"2017242N16333",2.5,"2017","09"
2017-09-11 13:00:00,"13197",7449,1541,253.5,74,74,30.2395860276609,225254.676320046,"2017242N16333",3.08333333333333,"2017","09"
2017-09-11 14:00:00,"13315",8761,2195,253.541666666667,80,80,37.1172120544672,325183.894809187,"2017242N16333",3.33333333333333,"2017","09"
2017-09-11 14:00:00,"13141",8387,3195,253.541666666667,106,106,63.7327849415353,534526.867304657,"2017242N16333",4.41666666666667,"2017","09"
2017-09-11 14:00:00,"13091",19802,3706,253.541666666667,58,58,19.1011872638964,378241.710199676,"2017242N16333",2.41666666666667,"2017","09"
2017-09-11 14:00:00,"13269",7737,3209,253.541666666667,78,78,14.8489660660602,114886.450453108,"2017242N16333",3.25,"2017","09"
2017-09-11 14:00:00,"13239",2249,777,253.541666666667,54,54,10.3603515224864,23300.430574072,"2017242N16333",2.25,"2017","09"
2017-09-11 15:00:00,"13023",12257,2888,253.583333333333,74,74,31.0976454293629,381163.840027701,"2017242N16333",3.08333333333333,"2017","09"
2017-09-11 15:00:00,"13287",8842,2656,253.583333333333,60,60,28.5436328373291,252382.801547663,"2017242N16333",2.5,"2017","09"
2017-09-11 15:00:00,"01067",17655,7494.33333333333,253.583333333333,37,37,6.40239520958084,113034.28742515,"2017242N16333",1.54166666666667,"2017","09"
2017-09-11 15:00:00,"13035",26649,1809,253.583333333333,84,84,36.0209569911867,959922.482858135,"2017242N16333",3.5,"2017","09"
2017-09-11 15:00:00,"13321",20424,1375,253.583333333333,56,56,21.7869090909091,444975.831272727,"2017242N16333",2.33333333333333,"2017","09"
2017-09-11 15:00:00,"13289",7680,1498,253.583333333333,122,122,47.2951437354567,363226.703888307,"2017242N16333",5.08333333333333,"2017","09"
2017-09-11 15:00:00,"13279",26837,7802,253.583333333333,84,84,5.06921302230197,136042.469879518,"2017242N16333",3.5,"2017","09"
2017-09-11 16:00:00,"13319",8681,2167,253.625,90,90,37.3834058502188,324525.346185749,"2017242N16333",3.75,"2017","09"
2017-09-11 16:00:00,"01005",24706,10897,253.625,30,30,3.95953014591172,97824.1517848949,"2017242N16333",1.25,"2017","09"
2017-09-11 16:00:00,"13283",6365,1385,253.625,34,34,6.49819494584838,41361.0108303249,"2017242N16333",1.41666666666667,"2017","09"
2017-09-11 16:00:00,"13277",41412,12586,253.625,51,51,15.005800095344,621420.193548387,"2017242N16333",2.125,"2017","09"
2017-09-11 17:00:00,"13093",10572,3171,253.666666666667,63,63,22.2828302621694,235574.081531655,"2017242N16333",2.625,"2017","09"
2017-09-11 17:00:00,"13235",9984,4445,253.666666666667,74,74,30.8072087314479,307579.171974775,"2017242N16333",3.08333333333333,"2017","09"
2017-09-11 17:00:00,"13211",21031,3956,253.666666666667,102,102,21.820364514571,458904.086105942,"2017242N16333",4.25,"2017","09"
2017-09-11 17:00:00,"13303",19738,1758,253.666666666667,84,84,35.8201894535901,707018.899434961,"2017242N16333",3.5,"2017","09"
2017-09-11 17:00:00,"01011",10202,3520,253.666666666667,29,29,3.33210227272727,33994.1073863636,"2017242N16333",1.20833333333333,"2017","09"
2017-09-11 18:00:00,"01041",13025,730,253.708333333333,30,30,0.646511888320705,8420.81734537718,"2017242N16333",1.25,"2017","09"
2017-09-11 18:00:00,"13297",103065,26362,253.708333333333,80,80,11.9699640899613,1233684.34893186,"2017242N16333",3.33333333333333,"2017","09"
2017-09-11 18:00:00,"13225",28562,3475,253.708333333333,79,79,42.3328219687982,1209110.06107282,"2017242N16333",3.29166666666667,"2017","09"
2017-09-11 19:00:00,"13263",5747,2815,253.75,69,69,19.52654575143,112219.058433468,"2017242N16333",2.875,"2017","09"
2017-09-11 19:00:00,"13237",22984,6793,253.75,105,105,56.850433919704,1306650.37321048,"2017242N16333",4.375,"2017","09"
2017-09-11 19:00:00,"13113",122030,37369,253.75,49,49,9.98110391005421,1217994.11014392,"2017242N16333",2.04166666666667,"2017","09"
2017-09-11 19:00:00,"13009",43635,2633,253.75,99,99,36.5717309717038,1595807.4809503,"2017242N16333",4.125,"2017","09"
2017-09-11 19:00:00,"01081",180773,59069,253.75,25,25,3.17127427246102,573280.764055596,"2017242N16333",1.04166666666667,"2017","09"
2017-09-11 19:00:00,"01113",58555,22249,253.75,33,33,7.26225897793159,425241.574452784,"2017242N16333",1.375,"2017","09"
2017-09-11 20:00:00,"01111",22479,13371,253.791666666667,25,25,3.10470421060504,69790.6459501907,"2017242N16333",1.04166666666667,"2017","09"
2017-09-11 20:00:00,"13135",975353,69402,253.791666666667,44,44,6.9532834224715,6781905.84595784,"2017242N16333",1.83333333333333,"2017","09"
2017-09-11 20:00:00,"13077",152882,39115,253.791666666667,50,50,7.12862317083628,1089838.16760379,"2017242N16333",2.08333333333333,"2017","09"
2017-09-11 21:00:00,"13149",11725,1083,253.833333333333,30,30,4.52709430852349,53080.180767438,"2017242N16333",1.25,"2017","09"
2017-09-11 21:00:00,"13185",119739,30376,253.833333333333,53,53,12.7282393995259,1524066.65745984,"2017242N16333",2.20833333333333,"2017","09"
2017-09-11 22:00:00,"12043",12454,3354,253.875,238,238,25.0147391039648,311533.560800778,"2017242N16333",9.91666666666667,"2017","09"
2017-09-12 03:00:00,"13083",16081,7727,254.083333333333,32,32,0.714378154523101,11487.915102886,"2017242N16333",1.33333333333333,"2017","09"
2017-09-15 17:00:00,"12063",48211,2624.71428571429,257.666666666667,35,35,0.161714106975289,7796.39881138567,"2017242N16333",1.45833333333333,"2017","09"
2017-10-06 15:00:00,"01025",22515,7753,278.583333333333,52,52,1.63562491938604,36826.0950599768,"2017277N11279",2.16666666666667,"2017","10"
2017-10-07 18:00:00,"39135",40596,2560.77777777778,279.708333333333,51,51,0.465493651797016,18897.1802883517,"2017277N11279",2.125,"2017","10"
2017-10-07 22:00:00,"28111",11368,3038,279.875,31,31,0.936714615085585,10648.5717442929,"2017277N11279",1.29166666666667,"2017","10"
2017-10-08 00:00:00,"18175",28224,5838,279.958333333333,28,28,0.602432339842412,17003.0503597122,"2017277N11279",1.16666666666667,"2017","10"
2017-10-08 03:00:00,"28059",144975,20333,280.083333333333,35,35,10.5121578658611,1524000.08660321,"2017277N11279",1.45833333333333,"2017","10"
2017-10-08 05:00:00,"28039",25206,2508,280.166666666667,25,25,10.0136181858062,252403.259991431,"2017277N11279",1.04166666666667,"2017","10"
2017-10-08 08:00:00,"01097",411411,205829,280.291666666667,24,24,3.10252685481638,1276413.67586686,"2017277N11279",1,"2017","10"
2017-10-08 18:00:00,"50023",60048,3099,280.708333333333,42,42,0.795819322026791,47787.3586490647,"2017277N11279",1.75,"2017","10"
2017-10-09 15:00:00,"50011",50731,2788,281.583333333333,30,30,1.06563845050215,54060.9042324247,"2017277N11279",1.25,"2017","10"
2017-10-11 06:00:00,"21159",11095,4763,283.208333333333,39,39,0.330673944992652,3668.82741969347,"2017277N11279",1.625,"2017","10"
2018-05-25 23:00:00,"21219",12404,680,509.916666666667,191,191,5.575,69152.3,"2018146N19273",7.95833333333333,"2018","05"
2018-05-27 08:00:00,"26035",31352,22649,511.291666666667,36,36,1.26689920084772,39719.8237449777,"2018146N19273",1.5,"2018","05"
2018-05-27 13:00:00,"21039",4720,1967,511.5,34,34,0.378240976105745,1785.29740721912,"2018146N19273",1.41666666666667,"2018","05"
2018-05-27 20:00:00,"39037",51529,10093,511.791666666667,50,50,0.299902777881377,15453.6902414495,"2018146N19273",2.08333333333333,"2018","05"
2018-05-27 22:00:00,"26011",15089,10532,511.875,29,29,2.30772882643373,34821.3202620585,"2018146N19273",1.20833333333333,"2018","05"
2018-05-27 22:00:00,"26069",25521,20923,511.875,26,26,0.971849161210152,24802.5624432443,"2018146N19273",1.08333333333333,"2018","05"
2018-05-28 21:00:00,"26125",1269431,70106,512.833333333333,69,69,1.72577240179157,2190748.98577868,"2018146N19273",2.875,"2018","05"
2018-05-28 22:00:00,"26161",366376,21898,512.875,68,68,3.17453648735044,1163073.98008951,"2018146N19273",2.83333333333333,"2018","05"
2018-05-29 01:00:00,"26029",26293,7367,513,28,28,0.531423917469798,13972.7290620334,"2018146N19273",1.16666666666667,"2018","05"
2018-05-29 07:00:00,"01077",95878,8429,513.25,45,45,1.30276426622375,124906.432317001,"2018146N19273",1.875,"2018","05"
2018-05-29 15:00:00,"01043",90665,5613,513.583333333333,34,34,2.3399107662114,212148.009618556,"2018146N19273",1.41666666666667,"2018","05"
2018-05-30 03:00:00,"47117",35878,4638,514.083333333333,39,39,0.354894351013368,12732.8995256576,"2018146N19273",1.625,"2018","05"
2018-05-30 11:00:00,"18061",39851,13606,514.416666666667,58,58,0.29347044875806,11695.0908534574,"2018146N19273",2.41666666666667,"2018","05"
2018-05-30 13:00:00,"18173",65185,7293,514.5,32,32,0.84213417792394,54894.516387972,"2018146N19273",1.33333333333333,"2018","05"
2018-05-30 14:00:00,"21091",9021,744,514.541666666667,34,34,1.47715053763441,13325.375,"2018146N19273",1.41666666666667,"2018","05"
2018-05-30 15:00:00,"21101",44046,3881,514.583333333333,32,32,0.712702911620716,31391.7124452461,"2018146N19273",1.33333333333333,"2018","05"
