GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "56031","Platte, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.177,69.008,74.704,81.470,78.293,79.774,75.780,86.850,85.129,98.955,102.604,94.056,96.805,94.637,100.776,102.245,100.000,101.711,96.454,90.466,86.061,82.422,89.048,82.665
 "56031","Platte, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",323601,303174,339813,386334,376767,403114,395438,459042,468977,545868,593268,543912,578435,581608,609007,601257,608927,632494,613029,578217,616652,658278,715464,663401
 "56033","Sheridan, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1051953,1150375,1133165,1149033,1194576,1383891,1482980,1549283,1532535,1388904,1335835,1400760,1355160,1383674,1397753,1413186,1412217,1418863,1451920,1327823,1454056,1552644,1717218,1791763
 "56033","Sheridan, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",74.489,81.459,80.240,81.364,84.589,97.994,105.011,109.706,108.520,98.349,94.591,99.189,95.960,97.979,98.976,100.069,100.000,100.471,102.811,94.024,102.963,109.944,121.597,126.876
 "56033","Sheridan, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",707798,786904,810790,858654,951882,1141943,1281328,1433079,1292562,1220571,1207589,1282656,1271446,1325867,1350329,1383959,1412217,1450762,1523974,1432250,1628744,1857224,2157875,2313875
 "56035","Sublette, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",606151,774846,873796,1065041,1318128,1617757,1807545,2001826,2310618,1756948,1449389,1102780,1046368,1193866,1352030,1264363,1388086,1169547,1133937,1056765,964134,825829,853471,779024
 "56035","Sublette, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",43.668,55.821,62.950,76.727,94.960,116.546,130.219,144.215,166.461,126.573,104.416,79.446,75.382,86.008,97.403,91.087,100.000,84.256,81.691,76.131,69.458,59.494,61.485,56.122
 "56035","Sublette, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",474777,523420,856067,1240937,2055039,2563053,3034476,4443266,2763206,2705524,2504860,1697822,1705216,1909366,1237698,1037708,1388086,1342825,1087346,752252,1219421,1551957,1061045,937171
 "56037","Sweetwater, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3677078,3225391,3314042,3355730,3553052,4096898,4376074,4481585,4446367,4249433,4148912,4026160,4055219,3959871,3845451,3713088,3769766,3692765,3690032,3418924,3308998,3174378,3301845,3043979
 "56037","Sweetwater, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.541,85.559,87.911,89.017,94.251,108.678,116.083,118.882,117.948,112.724,110.058,106.801,107.572,105.043,102.008,98.497,100.000,97.957,97.885,90.693,87.777,84.206,87.588,80.747
